Country,Name,Club,Position,Games,Goals
Ireland,Thomas Fry,Sligo Rovers,midfielder,59,104
South Africa,Kevin Rodriguez,Orlando Pirates,forward,60,26
Saint Kitts and Nevis,Erin Williams,SPD United,midfielder,65,67
Nepal,Michael Hunt,Manang Marshyangdi,forward,82,69
Cape Verde,Lisa Rivera,Vitoria FC,defender,38,64
Japan,Joshua Lopez,Yokohama F. Marinos,forward,46,63
Oman,Alex Price,Sohar,forward,41,72
Ecuador,Alicia Johnson,Universidad Catolica,forward,51,69
Senegal,Mary Pena,ASC Linguere,forward,64,8
Kiribati,Lee Cuevas,Tofaga,forward,57,66
Haiti,Kimberly Davis,Arcahaie,goalkeeper,79,-22
Malaysia,Jonathan Drake,Johor Darul Ta'zim,goalkeeper,45,-50
Angola,Rebecca Lyons,Interclube,defender,54,38
Tajikistan,Jaime Graham,Khujand,defender,54,56
Ireland,John White,Sligo Rovers,forward,68,30
Saudi Arabia,Thomas Hayden,Al Fateh,defender,39,55
Croatia,Alison Valencia,Rijeka,midfielder,79,44
North Macedonia,Mr. Caleb Brown,Rabotnicki,defender,49,101
Mali,Matthew Arias,Stade Malien,forward,64,64
Egypt,Tyler Ford,Al Masry,defender,69,44
Kuwait,Christopher Murphy,Al Salmiya,defender,59,65
Maldives,Frank Thompson,TC Sports,forward,66,81
Zimbabwe,Joseph Holt,Manica Diamonds,forward,54,30
Israel,Deborah Rangel,Bnei Sakhnin,defender,71,47
Saudi Arabia,Patricia Lindsey,Al Taawoun,defender,42,74
Nauru,Keith Adkins,Boe,midfielder,60,42
Thailand,Taylor Ryan,Chonburi,goalkeeper,50,-23
Tuvalu,Ricky Clark Jr.,Tofaga,forward,34,34
Palau,Kathy Bishop,Lyon FC,midfielder,55,22
Israel,Michael Newton,Hapoel Be'er Sheva,forward,48,97
Suriname,Nicole Norton,Transvaal,defender,52,62
Togo,Kathryn Cervantes,Dynamic Togolais,forward,62,1
Belgium,Timothy West,Anderlecht,defender,81,59
San Marino,Omar Arnold,La Fiorita,midfielder,59,7
Libya,Douglas Henson,Al Tahaddy,goalkeeper,69,-11
Marshall Islands,John Fleming,Majuro FC,forward,56,51
Monaco,Monica Lee,La Condamine,goalkeeper,75,-31
Chile,Chad Simon,Union Espanola,goalkeeper,65,-84
Jordan,Kevin Robbins,Al Ramtha,defender,66,23
Brazil,Connie Lopez MD,Atletico Mineiro,midfielder,49,21
Zimbabwe,James Schwartz,FC Platinum,forward,66,77
Serbia,Paul Clark,Cukaricki,forward,55,54
Comoros,Mark Davila,Volcan Club,midfielder,54,35
Nauru,Leslie Randolph,Uaboe,midfielder,66,51
Korea (South),Kara Alexander,Jeonbuk Hyundai,midfielder,54,24
Kenya,Katherine Castro,Bandari,goalkeeper,53,-54
Angola,Justin Graham,Recreativo do Libolo,forward,47,53
Tuvalu,Brittany Moran,Manu Laeva,midfielder,48,47
Belarus,Kristine Green,Shakhtyor Soligorsk,defender,70,52
Comoros,Steven Jackson,Coin Nord,midfielder,75,78
France,Karen Moran,Rennes,defender,33,39
Croatia,Tiffany Cooley,Dinamo Zagreb,goalkeeper,54,-85
Japan,Brooke Robinson,Kashima Antlers,forward,55,1
Slovenia,Kevin Meyer,Gorica,goalkeeper,75,-74
South Sudan,James Rodriguez,Al Hilal Wau,midfielder,56,55
Lesotho,John Johnson,LMPS,midfielder,68,41
United Kingdom,Renee Norton,Manchester United,defender,63,75
Belarus,Regina Oneill,Slutsk,goalkeeper,71,-83
Serbia,Melissa Williams,Cukaricki,goalkeeper,51,-71
Sweden,Victoria Kline,Malmo FF,forward,66,56
Seychelles,Teresa Brady,St Louis Suns United,goalkeeper,72,-43
Eritrea,Eileen Thompson,Red Sea FC,forward,69,61
Netherlands,Michael Nixon,AZ Alkmaar,goalkeeper,65,-76
Haiti,Leslie Porter,Arcahaie,forward,46,59
Mauritania,Debra Davis,ACS Ksar,midfielder,67,13
Bahamas,Steven Lyons III,Nassau United,defender,57,12
Russia,Kenneth King,Rostov,goalkeeper,50,-58
Togo,Michael Bishop,Semassi,goalkeeper,61,-5
Sudan,Dylan Roberts,Al Hilal Omdurman,forward,51,44
Kuwait,James Baker,Al Qadsia,midfielder,59,66
Israel,Shelley Massey,Maccabi Netanya,defender,44,29
Dominican Republic,Sharon Jimenez,Atletico Pantoja,goalkeeper,62,-51
Maldives,Eric Salas,Maziya,midfielder,92,42
Saudi Arabia,Danny Johnson,Al Hilal,defender,57,38
Belgium,Emily Mcdaniel,Anderlecht,goalkeeper,62,-12
Madagascar,Edward Parker,ASJ Analamanga,forward,43,32
Bulgaria,Timothy Ross,Arda Kardzhali,forward,68,88
Tunisia,Thomas Williams,Club Africain,goalkeeper,48,-62
New Zealand,Anne Bates,Eastern Suburbs,midfielder,55,57
Chile,Denise Lewis,Union Espanola,forward,64,35
Togo,Katie Cooper,Semassi,forward,48,41
United Arab Emirates,Christopher Tran,Baniyas,forward,61,72
Central African Republic,Holly Mcbride,Olympic Real,forward,49,25
Ghana,Kristina White,Medeama,forward,63,56
Slovenia,Aaron Berry,Celje,midfielder,48,21
Grenada,Michael Graham,Chantimelle FC,midfielder,59,54
Serbia,John Gilbert,Red Star Belgrade,goalkeeper,59,-36
Maldives,Shawna Watson,Green Streets,forward,52,23
Malaysia,Regina Morris,Penang,forward,72,51
San Marino,Michael Bradford,Folgoro,goalkeeper,82,-84
Pakistan,Emma Hall,Pakistan Navy,defender,60,67
Romania,Scott Perry,UTA Arad,defender,49,34
Cuba,Mike Brown,FC Cienfuegos,forward,73,57
Andorra,Kristie Peterson,FC Santa Coloma,defender,54,36
Micronesia,Bethany Pratt,Pohnpei,forward,50,23
Canada,Andrea Jackson,Toronto FC,forward,47,59
Bangladesh,Melissa Miller,Brothers Union,goalkeeper,57,-45
Uruguay,Russell Reese,Liverpool Montevideo,midfielder,49,56
Liechtenstein,Jessica Gallegos,Balzers,goalkeeper,72,-80
Kenya,Kendra Briggs,Kariobangi Sharks,forward,53,16
Mali,Stephen Nichols,Onze Createurs,midfielder,52,46
Ireland,Scott Rich,Shelbourne,goalkeeper,49,-14
Cyprus,Tommy Mcknight,Apollon Limassol,forward,42,16
Poland,Scott Lynch Jr.,Pogon Szczecin,defender,63,83
Cyprus,Douglas Wiley,Apollon Limassol,goalkeeper,76,-64
Marshall Islands,Ryan Acevedo,Kwajalein FC,forward,64,1
Gabon,Kelly Wagner,AS Mangasport,forward,50,48
Togo,Amy Jenkins,Semassi,goalkeeper,74,-55
Timor-Leste,Renee Scott MD,Boavista Timor,goalkeeper,60,-38
Nicaragua,Krystal Ibarra,Real Esteli,defender,87,1
North Macedonia,Mr. Nathan Marshall,Rabotnicki,goalkeeper,61,-64
New Zealand,James Lee,Auckland City,midfielder,67,98
Guinea-Bissau,Michele Fritz,Bula FC,defender,26,80
Iraq,Bradley Jacobson,Al Najaf,goalkeeper,47,-72
Poland,Brenda Aguilar,Lech Poznan,defender,74,53
Guatemala,Rita Parker,Antigua GFC,goalkeeper,42,-35
Uganda,Shawn Gibson,Express,midfielder,81,89
Romania,Kevin Fernandez,Universitatea Craiova,midfielder,56,37
Burkina Faso,Bryan Johnson,Salitas FC,forward,77,62
San Marino,Jordan Frank,Folgoro,forward,65,50
Korea (South),Alexander Barnes,Incheon United,midfielder,61,42
Lebanon,Christopher Winters,Al Ansar,forward,74,43
Liberia,Sharon Keller,Mighty Blue Angels,goalkeeper,95,-44
Tunisia,Deborah Palmer,Stade Tunisien,midfielder,62,56
Sao Tome and Principe,Nancy Wilson,Alianca Nacional,goalkeeper,59,-72
Peru,William Robinson,UTC Cajamarca,forward,78,50
Iceland,Ashley Roth,FH,goalkeeper,59,-42
North Macedonia,Danielle Stewart,Sileks,midfielder,70,62
Turkey,Linda Ramos,Galatasaray,midfielder,49,51
Mongolia,Jacqueline Carr,SP Falcons,defender,53,59
Russia,Sara Smith,Lokomotiv Moscow,defender,66,84
Luxembourg,Mary Li,Swift Hesperange,defender,62,34
Dominican Republic,Joshua Finley,Moca FC,goalkeeper,67,-82
Belarus,Vincent Rodriguez,BATE Borisov,defender,31,31
Belize,Caitlin Wood,Belmopan Bandits,forward,51,14
Benin,Steven Fisher,Dynamo Abomey,goalkeeper,75,-54
Australia,Robert Gutierrez,Brisbane Roar,forward,61,1
Burkina Faso,Eric Andersen,ASFA Yennega,forward,57,1
Comoros,Daniel Estrada,US Zilimadjou,goalkeeper,72,-47
Nicaragua,Derek Price,Walter Ferretti,goalkeeper,66,-57
Spain,Steven Norris,Barcelona,forward,68,30
Namibia,Heather Pope,Blue Waters,forward,51,85
Kenya,Angela Brooks,Bandari,midfielder,48,70
Bangladesh,Kristy Turner,Abahani Dhaka,midfielder,60,60
Greece,Peter Castro,Panathinaikos,defender,57,55
Barbados,Andrea Reeves,Paradise SC,midfielder,44,39
Kiribati,David Flynn,Tarawa,midfielder,58,42
Namibia,Jennifer Hendricks,Black Africa,midfielder,59,57
Cuba,Anne Smith,FC Villa Clara,forward,58,31
Kiribati,Kevin Reyes,Betio,defender,65,28
Samoa,Mrs. Jennifer Greene,Lupe ole Soaga,defender,58,53
Equatorial Guinea,Sheri Walker,Atletico Semu,forward,58,20
Zambia,Cynthia Gilbert,Green Buffaloes,defender,72,50
Liberia,Michelle Jacobs,Monrovia Club Breweries,defender,63,72
Guinea,Kelly Olson,Satellite FC,midfielder,54,96
Burkina Faso,Deanna Bennett,ASFA Yennega,forward,51,54
Guyana,Brittany Sandoval,Western Tigers,goalkeeper,61,-64
Spain,Sara Yoder,Barcelona,midfielder,72,59
Suriname,Haley Smith,Notch,forward,36,1
Guyana,Donna Myers,GDF,midfielder,61,107
Romania,Howard Hines,Rapid Bucuresti,goalkeeper,62,-29
Timor-Leste,Brenda King,Académica,defender,65,54
Paraguay,Daniel Marquez,Guarani,midfielder,70,25
Philippines,Mario Chen,Kaya-Iloilo,midfielder,51,23
Sao Tome and Principe,Joseph Thomas,Trindade,goalkeeper,73,-71
Ukraine,Tracy Little,Dynamo Kyiv,midfielder,53,31
Maldives,Taylor Hamilton,Club Eagles,defender,44,32
Brazil,Valerie Zimmerman,Corinthians,goalkeeper,70,-48
Tajikistan,Jonathan Sandoval,CSKA Pamir,defender,52,30
Uganda,Anna Calderon,URA,goalkeeper,68,-66
Luxembourg,Victor Garcia,Racing FC,midfielder,78,37
Japan,April Cooke,Urawa Reds,forward,68,113
Turkey,Julie James,Fenerbahce,defender,69,45
Kazakhstan,Olivia Vasquez,Aktobe,midfielder,53,66
Singapore,Bryan Miller,Balestier Khalsa,forward,62,9
Korea (South),Nicholas Doyle,Suwon Bluewings,midfielder,51,43
Cambodia,Julie Sanchez,Kirivong Sok Sen Chey,midfielder,40,31
Germany,Julie Holland,Bayer Leverkusen,goalkeeper,52,-81
Switzerland,Courtney Jones,Basel,defender,67,25
Sao Tome and Principe,Keith Smith,Sporting Praia Cruz,defender,70,76
Bosnia and Herzegovina,Shannon Houston,Borac Banja Luka,goalkeeper,45,-78
Uzbekistan,Tony Woodard,Navbahor,midfielder,62,39
Peru,William Walker,Cienciano,forward,72,62
Korea (North),Erin Daniel,Rimyongsu,defender,55,93
Benin,Jessica Davidson,Requins de l'Atlantique,defender,59,39
Israel,Michael Smith,Hapoel Be'er Sheva,midfielder,60,78
Turkmenistan,Mary Russell,Ahal,midfielder,79,50
Guatemala,Denise Woods,Municipal,defender,69,33
Mauritania,Laurie Baker,Nouadhibou,defender,55,28
Israel,Mr. Jeffrey Taylor,Beitar Jerusalem,forward,71,35
Brunei,Bruce Mclaughlin,Kasuka FC,defender,71,45
San Marino,Devon Lee,Pennarossa,goalkeeper,71,-29
Azerbaijan,Daniel Jackson,Zira,forward,65,1
Papua New Guinea,Philip Cook,Morobe Wawens,goalkeeper,21,-39
Ethiopia,Christian Ballard,St. George,midfielder,61,23
Trinidad and Tobago,Kari Smith,W Connection,goalkeeper,62,-54
Ukraine,Brandon Cobb,Rukh Lviv,forward,84,1
Belarus,Crystal Kaufman,Slutsk,forward,52,58
Samoa,Alexandra Clark,Togafuafua,forward,44,38
Armenia,Angela Richardson,Ararat Yerevan,goalkeeper,77,-56
Colombia,Gary Taylor,Junior,forward,46,60
Brunei,Kevin Mitchell,Lun Bawang,defender,48,18
Cuba,Dawn Garcia,FC Cienfuegos,midfielder,47,50
Barbados,Diana Scott,Paradise SC,defender,28,80
Uganda,Jessica Mason,BUL,forward,47,22
Turkey,Austin Espinoza,Sivasspor,forward,60,29
Fiji,April Flores,Navua FC,defender,44,35
Angola,Melissa Weiss,Academica do Lobito,midfielder,43,40
Malawi,Barbara Contreras,Nyasa Big Bullets,goalkeeper,74,-53
Central African Republic,Mrs. Kelly Leonard,ASDR,forward,56,90
Romania,Shannon Kaiser,Sepsi,goalkeeper,63,-82
Yemen,Stephanie Craig,Al Tilal,midfielder,61,24
Bolivia,Gerald Roy,Royal Pari,defender,60,41
Antigua and Barbuda,John Thomas,Empire FC,goalkeeper,66,-40
Uruguay,Ann Olson,Defensor Sporting,forward,69,72
Nepal,Travis Price,Nepal Police Club,goalkeeper,67,-40
Belgium,Marissa Johnson,Club Brugge,defender,64,77
Ukraine,Tommy Love,Rukh Lviv,defender,58,31
Yemen,Anthony Morales,Al Shula,forward,45,55
Kazakhstan,Barbara Cain,Astana,midfielder,52,34
Maldives,Leslie Cross,TC Sports,goalkeeper,71,-47
Turkmenistan,Sheila Ward,Nebitchi,midfielder,52,53
Brazil,Travis Martinez,Sao Paulo,midfielder,65,36
Belize,Kyle Hill,Bandits Sport,goalkeeper,52,-43
Tuvalu,Keith Smith,Manu Laeva,goalkeeper,65,-6
Australia,Sarah Russell,Brisbane Roar,goalkeeper,65,-70
Paraguay,Chris Moore,Guarani,goalkeeper,62,-62
Italy,Ian Pace,Roma,forward,57,20
Finland,Arthur York,Inter Turku,defender,63,49
Brazil,Amy Ford,Sao Paulo,forward,52,86
Mongolia,Gordon Johnson,Khoromkhon,midfielder,59,33
Eritrea,Joe Castro,Hamasien,forward,47,28
Thailand,Karen Roy,Nakhon Ratchasima,midfielder,75,45
Timor-Leste,Yvonne Sandoval,Boavista Timor,defender,51,53
Lesotho,Michelle Johnson,LCS,goalkeeper,46,-21
Slovakia,James Fernandez,DAC Dunajska Streda,forward,65,29
Comoros,Kelly Goodman,Steal Nouvel,forward,43,59
Tuvalu,Mark Scott,Tofaga,goalkeeper,52,-80
Botswana,David Burns,Mochudi Centre Chiefs,midfielder,78,61
Mauritania,Jonathan Shepard,ACS Ksar,defender,67,23
Switzerland,Michelle White,St. Gallen,midfielder,62,29
Papua New Guinea,Alice Kennedy MD,Star Mountain,defender,67,60
Luxembourg,Thomas Reeves,Jeunesse Esch,defender,56,71
Angola,Heather Brown,Sagrada Esperanca,forward,61,51
Comoros,Victoria Leonard MD,Ajax de Hahaya,forward,81,30
Switzerland,Sharon Palmer,Servette,midfielder,63,65
Equatorial Guinea,Charles Sanchez,Leones Vegetarianos,goalkeeper,54,-57
Sudan,Dakota Pierce,Al Merreikh,goalkeeper,58,-73
Afghanistan,Amanda Johnson,Ariana FC,defender,72,43
Oman,Carla Leblanc,Al Nahda,defender,54,29
Australia,Leslie Chavez,Sydney FC,defender,60,23
Guinea,Debra Gonzalez,Wakriya,forward,70,32
Panama,Christine Nunez,Plaza Amador,forward,63,75
Congo,Keith Johnson,Etoile du Congo,goalkeeper,76,-40
Lesotho,Marie Murphy,LMPS,forward,68,37
Congo,Jennifer Young,Etoile du Congo,forward,69,123
Nauru,Patrick Waller,Boe,defender,40,65
Andorra,Vicki Smith,FC Santa Coloma,midfielder,80,67
Mexico,Margaret Howard,Monterrey,defender,63,48
Seychelles,Eugene Donovan,St Louis Suns United,goalkeeper,68,-45
Libya,Timothy Phillips,Al Hilal,midfielder,70,40
Albania,Troy Murphy,Dinamo Tirana,forward,59,17
United States,Kevin Ball,New York City FC,forward,80,47
Russia,Jennifer Brown,CSKA Moscow,goalkeeper,77,-50
Cameroon,Nathan Holland,Avion Academy,forward,60,28
Cuba,Tara Robertson,FC Cienfuegos,goalkeeper,64,-56
Eritrea,Bradley Clark,Denden FC,midfielder,66,49
Australia,Terri Johnston,Sydney FC,goalkeeper,61,-6
Bolivia,David Harris,Nacional Potosi,goalkeeper,54,-38
Pakistan,Elizabeth Bell,Pakistan Navy,defender,46,58
Madagascar,Heather Wheeler,Tia Kitra,defender,59,81
Bhutan,Lauren Garcia,Druk United,midfielder,54,50
Eswatini,Jennifer Olson,Milling Hotspurs,defender,62,83
Venezuela,Steven Wiggins,Caracas,goalkeeper,49,-1
Marshall Islands,Joseph Rodriguez,Ebeye United,defender,57,92
Ghana,Kristin Mejia,Hearts of Oak,defender,57,46
Sierra Leone,Shawn Sandoval,FC Johansen,forward,43,56
Paraguay,Nicole Jennings,Sol de America,goalkeeper,64,-74
Nepal,James Church,Sankata,defender,65,93
Belize,Abigail Ross,Bandits Sport,midfielder,60,76
Ethiopia,Marcus Ramirez,Adama City,midfielder,69,51
Central African Republic,Brian Stuart,Anges de Fatima,forward,57,68
Norway,Darlene Anderson,Lillestrom,forward,52,36
Mauritania,John Elliott,Kaedi,goalkeeper,60,-67
Thailand,Joseph Bell,Muangthong United,forward,41,10
Iraq,Mallory Cummings,Naft Al-Wasat,forward,65,35
Liechtenstein,Michael Martinez,Ruggell,forward,62,9
Liberia,Joseph Moyer MD,Nimba United,forward,66,49
Qatar,Melissa Rodriguez PhD,Al Rayyan,defender,72,79
United Kingdom,Mary Cook,Liverpool,defender,64,70
Indonesia,Vincent Cervantes,Madura United,midfielder,51,65
Cuba,Michael Harrison,FC Villa Clara,goalkeeper,49,-87
Mauritania,James Brown,ACS Ksar,midfielder,67,7
United Arab Emirates,Michelle Bridges,Al Wahda,defender,79,47
Niger,Rebecca Perkins,Olympic Niamey,forward,70,22
Lesotho,Samuel Kennedy,Linare,midfielder,49,27
Germany,Eric Johnson,Borussia Dortmund,forward,51,48
Estonia,Dr. Wendy Harris DDS,Flora Tallinn,goalkeeper,52,-90
Montenegro,David Harmon,Mornar,forward,44,26
Serbia,James Morales,Partizan,defender,76,75
Nepal,Kimberly Miller,Nepal Police Club,goalkeeper,58,-1
Hungary,Alexander Sandoval,Ferencvaros,midfielder,61,12
Germany,Franklin Huber,Borussia Dortmund,forward,45,52
North Macedonia,Lauren Walsh,Sileks,goalkeeper,75,-33
Ukraine,Tammy Cardenas,Rukh Lviv,forward,59,92
Benin,Meghan Anderson,JSP FC,midfielder,62,56
Ghana,Connie Nichols,Bechem United,defender,36,40
Botswana,Joshua Davis,Gaborone United,forward,39,60
Indonesia,John George,Persib Bandung,midfielder,58,75
Dominican Republic,Donna Hernandez,Barcelona Atletico,midfielder,44,51
Gambia,Mr. William White,Brikama United,midfielder,53,42
Honduras,Dr. Erica Hull,Motagua,midfielder,46,34
Saudi Arabia,James Jackson,Al Hilal,midfielder,75,36
Honduras,Tiffany Jones,Real España,midfielder,51,55
Turkey,Katie Osborne,Sivasspor,goalkeeper,60,-62
Bahrain,April Pruitt,East Riffa,forward,65,118
Palau,Andrew Duke,New Stars,defender,61,35
Bahamas,Nicole Morgan,Nassau United,midfielder,44,51
Micronesia,Daniel Higgins,Kosrae,forward,71,33
France,Paula Vance,Rennes,midfielder,60,11
Georgia,Justin Robertson,Dila Gori,defender,59,71
Ethiopia,Danny Long,Wolaitta Dicha,forward,70,58
Yemen,John Rodriguez,Al Ahli Sanaa,midfielder,73,41
Nepal,Ryan Jones,Machhindra,forward,49,57
Sao Tome and Principe,Jamie Gordon,Trindade,defender,73,70
Iceland,Kimberly Mueller,KA,defender,60,80
Kuwait,James Parks,Al Arabi,defender,71,69
Singapore,Jacqueline Davis,Lion City Sailors,forward,43,35
Liberia,Betty Perry,LISCR,defender,60,78
Comoros,Allen Martinez,Ajax de Hahaya,goalkeeper,56,-29
Portugal,Samantha Barber,Braga,midfielder,81,59
Singapore,Rhonda Taylor,Tanjong Pagar,midfielder,53,32
United Arab Emirates,Wendy Young,Al Wasl,goalkeeper,64,-47
Haiti,Matthew Jackson,Racing Club Haitien,midfielder,61,86
Switzerland,Caitlin Phillips,Luzern,defender,69,93
Romania,Dr. Ricky Mckenzie PhD,Sepsi,midfielder,49,11
Dominica,Christopher Romero,Kubuli Strikers,midfielder,56,85
Kenya,Dr. Cassandra Rush MD,Sofapaka,goalkeeper,62,-62
Qatar,Karen Edwards,Al Sadd,forward,81,33
Cuba,Pamela Rodgers,FC La Habana,defender,48,31
Ukraine,Martin Richardson,Dynamo Kyiv,goalkeeper,62,-17
Algeria,Rebecca Moreno,CS Constantine,midfielder,65,35
Honduras,Louis Francis,Marathon,midfielder,70,38
Kiribati,Robin Warner,Tarawa,forward,49,29
Paraguay,Chelsea Williams,Nacional,goalkeeper,60,-46
Germany,Paula Rogers,Wolfsburg,forward,59,49
Guatemala,Joyce Davis,Comunicaciones,defender,63,38
Togo,Christopher Cohen,Gbikinti,goalkeeper,56,-28
Pakistan,Anthony Harris,Pakistan Air Force,goalkeeper,77,-51
Malaysia,Kimberly Kennedy,Johor Darul Ta'zim,midfielder,36,40
Benin,Hannah Johnson,Buffles du Borgou,defender,66,48
Lesotho,Damon Hodges,LMPS,midfielder,74,41
Namibia,Cheryl Campbell,Tura Magic,midfielder,68,82
Somalia,Jason Mason,Elman FC,forward,49,5
Lesotho,Gregg Thompson,Lioli,forward,51,85
Greece,Karen Brown,AEK Athens,goalkeeper,55,-57
Suriname,Jennifer Lloyd,Leo Victor,defender,53,31
Bhutan,Dr. Robert Medina,Druk United,midfielder,63,35
Greece,Matthew Maldonado,AEK Athens,midfielder,77,47
Guinea-Bissau,Lydia Robinson,Bula FC,forward,52,46
Cyprus,Deanna Holt,Anorthosis,goalkeeper,61,-29
Sweden,Rachel Henry,Malmo FF,forward,66,55
Madagascar,Derek Moore,AS Adema,goalkeeper,81,-48
Gabon,Valerie Oconnor,Stade Mandji,forward,82,46
Burundi,Robert Garner,Vital'O,forward,66,64
Brunei,Brittany Allen,MS ABDB,goalkeeper,67,-11
Saint Kitts and Nevis,Andrea Smith,Newtown United,midfielder,46,73
South Africa,Rebecca Davis,SuperSport United,goalkeeper,56,-58
Argentina,Victoria Bass,Velez Sarsfield,defender,51,54
Kiribati,Mrs. Melissa Hayes,Bairiki,midfielder,65,15
Indonesia,Vanessa Clark,Madura United,forward,39,12
Slovakia,Jessica Knight,Ruzomberok,forward,66,74
Montenegro,Anthony Murillo,Rudar,goalkeeper,64,-48
Bosnia and Herzegovina,Dr. Mariah Santana,Sarajevo,defender,56,33
Antigua and Barbuda,Suzanne Murphy,Empire FC,defender,71,78
Oman,Kathryn Webb,Dhofar,midfielder,58,63
Chile,Laurie Carroll,Cobresal,defender,32,1
Mozambique,Stephanie Flores,Costa do Sol,forward,66,38
Egypt,Nancy Payne,ENPPI,goalkeeper,56,-61
Somalia,Patricia Evans,Banadir,midfielder,52,58
Antigua and Barbuda,Brenda Edwards,Old Road FC,forward,60,68
Antigua and Barbuda,Jane Marquez,Five Islands FC,defender,56,38
Mauritania,Sara Foster,Nouadhibou,defender,53,51
North Macedonia,Andrew Carter,Sileks,goalkeeper,75,-56
Germany,Matthew Owens,RB Leipzig,forward,74,43
Angola,Dr. Angela Cannon,Petro de Luanda,defender,69,50
Cuba,David Gomez,FC Guantanamo,midfielder,52,114
Luxembourg,Justin Graham,UNA Strassen,midfielder,60,43
Russia,Michelle Garcia,Dinamo Moscow,goalkeeper,45,-29
Lebanon,Samuel Chapman,Nejmeh,forward,67,71
Serbia,Andrew Reed,Radnicki Nis,defender,56,51
Angola,Jeremy Sutton,Kabuscorp,forward,75,20
India,Amanda Fox,Bengaluru FC,midfielder,61,115
Poland,Michael Davis,Piast Gliwice,defender,58,1
Turkey,Jennifer Brock,Antalyaspor,midfielder,74,23
Nepal,Christian Smith,Friends Club,defender,50,69
Sierra Leone,Brianna Robinson,East End Lions,forward,48,24
Denmark,Alison Moore,Randers,goalkeeper,57,-56
Slovakia,Carrie Ferrell,Ruzomberok,goalkeeper,41,-29
Nauru,Melissa Rodriguez,Boe,midfielder,54,37
Japan,Monica Fields,Urawa Reds,forward,55,67
Central African Republic,Roberto Kim,ASDR,forward,78,41
Dominican Republic,Connie Miller,Atletico Pantoja,goalkeeper,61,-47
South Sudan,Steven Vaughn,Al Merreikh Juba,midfielder,63,64
Burkina Faso,Denise English,Rahimo FC,defender,52,80
Afghanistan,Steven Davis,Afghan FC,midfielder,33,14
Georgia,Danielle Warner,Dinamo Batumi,forward,53,1
Israel,Derrick Meza,Hapoel Be'er Sheva,midfielder,57,97
Tonga,Jessica Wood,Kolofo'ou,midfielder,68,25
Russia,Natalie Walker,Lokomotiv Moscow,defender,66,67
Afghanistan,Lisa Thompson,Maiwand FC,goalkeeper,53,-27
Switzerland,Amanda Garcia,St. Gallen,forward,67,59
Belgium,Lisa Guerrero,Standard Liege,midfielder,60,78
Belgium,David Kidd,Anderlecht,forward,57,52
Croatia,Brent Bryant,Slaven Belupo,midfielder,54,64
Fiji,Jordan Edwards,Labasa FC,forward,57,92
Chad,Kenneth Schmidt,Postel 2000,midfielder,63,45
Seychelles,Shelby Luna,Anse Reunion,defender,88,77
Germany,Ricky Moses Jr.,Eintracht Frankfurt,midfielder,67,74
Iraq,Melissa Brown,Al Talaba,midfielder,74,44
Honduras,Shawn Howard,UPNFM,forward,66,52
Timor-Leste,Jack Cannon,Pontak,forward,66,25
Trinidad and Tobago,Gerald Schultz,La Horquetta Rangers,midfielder,57,52
Brazil,Carol Martinez,Atletico Mineiro,forward,74,1
Paraguay,Kimberly Craig,Sol de America,midfielder,79,16
Luxembourg,Ms. Heather Goodwin,Fola Esch,goalkeeper,43,-18
Ecuador,Jacob Erickson,Universidad Catolica,forward,76,100
Niger,Katherine Richards,Olympic Niamey,goalkeeper,66,-66
Bahrain,Matthew Sanders,Al-Riffa,defender,52,22
Malawi,Todd Swanson,Blue Eagles,forward,87,11
Panama,Parker Rich,Plaza Amador,goalkeeper,58,-41
Paraguay,Mikayla Wood,Libertad,defender,49,77
Finland,Colleen Fields,HJK Helsinki,midfielder,60,49
Denmark,Melanie Parks,Aarhus GF,goalkeeper,37,-74
Bangladesh,Nicole Cox,Brothers Union,midfielder,67,73
Zambia,Timothy Molina,Zesco United,forward,56,57
Belarus,Laura Donovan,Neman Grodno,forward,65,47
Rwanda,Maria Dominguez,AS Kigali,goalkeeper,53,-34
Singapore,Gail Holloway,Balestier Khalsa,defender,63,55
Nepal,Gregory Aguilar,Sankata,goalkeeper,70,-57
Papua New Guinea,Vanessa Fletcher,Star Mountain,forward,72,31
Colombia,Tammie Griffith,Junior,midfielder,56,39
Belarus,Charles Scott,Dinamo Minsk,defender,36,70
Botswana,Joshua Jackson,Township Rollers,defender,60,50
Maldives,Carolyn Berry,Maziya,midfielder,59,54
Ireland,Devin Figueroa,Bohemians,midfielder,71,58
Italy,Joshua Rose,Roma,midfielder,47,46
Kyrgyzstan,Katherine Herrera,Abdysh-Ata,defender,56,26
Nigeria,Pedro Flores,Rivers United,midfielder,60,83
Chad,Adam Sanchez,AS CotonTchad,defender,55,61
Haiti,Patricia Steele,Arcahaie,forward,75,40
Grenada,Eric Huff,Queens Park Rangers,midfielder,60,60
Bahrain,Sean Flores,Manama Club,midfielder,59,61
Mexico,Tanner Little,Guadalajara,goalkeeper,67,-58
Mozambique,Juan Robertson,Ferroviario Maputo,midfielder,47,52
Denmark,Cameron Kidd,Viborg,defender,47,27
Ukraine,Mrs. Danielle Stanley DDS,Rukh Lviv,defender,48,50
Solomon Islands,Andrea Williams,Marist,defender,54,18
Myanmar,Katherine Harris,Shan United,midfielder,61,41
Papua New Guinea,Tasha Johnson,Toti City,goalkeeper,48,-1
Austria,Samuel Wallace,LASK,goalkeeper,75,-41
