Country,Name,Club,Position,Games,Goals
United Kingdom,Bonnie Brown,Liverpool,goalkeeper,65,-94
Barbados,Adam Gordon,Bridgetown FC,midfielder,45,30
France,Melissa Cole,Marseille,defender,70,66
Germany,Rebecca Macdonald,Borussia Dortmund,midfielder,52,101
Kyrgyzstan,Jeremy Jones,Alay Osh,forward,63,50
Czech Republic,Emily Thomas,Slavia Prague,goalkeeper,72,-68
Norway,Michael Thomas,Rosenborg,forward,68,73
Malaysia,John Cox,Kuala Lumpur City,defender,49,26
Syria,Amanda Larson,Al Karamah,defender,44,77
Azerbaijan,Isaac West,Sumgayit,forward,65,69
Germany,Roberta Graves,Bayern Munich,defender,56,43
Pakistan,David Hall,Pakistan Air Force,goalkeeper,78,-23
Kiribati,Carol Moss,Bairiki,goalkeeper,44,-1
Fiji,Tricia Crawford,Nadi FC,forward,71,49
Senegal,Nicole Martin,Jaraaf,goalkeeper,72,-83
Barbados,Nancy Floyd,UWI Blackbirds,midfielder,65,81
Afghanistan,Joan Skinner DDS,Afghan FC,forward,51,75
Saint Kitts and Nevis,Sarah Hogan,Cayon Rockets,defender,61,119
Kyrgyzstan,Roberto Aguilar,Dordoi Bishkek,forward,54,62
Ecuador,Patrick Reynolds,Emelec,forward,75,34
Mongolia,Dr. Mark Phillips,SP Falcons,goalkeeper,56,-68
Guinea-Bissau,Donald Rodriguez,Benfica Bissau,midfielder,64,47
Peru,Pam Fitzgerald,Sport Huancayo,defender,60,79
Mongolia,Samantha Randolph,SP Falcons,goalkeeper,63,-72
Bulgaria,Emily Miller,Lokomotiv Plovdiv,midfielder,67,60
Serbia,Sara Mccoy,Spartak Subotica,forward,56,69
Dominica,Kelly Osborne,Kubuli Strikers,midfielder,58,72
Sao Tome and Principe,Nicole Leon,Sporting Praia Cruz,forward,55,48
Ghana,Andrew Morgan,Aduana Stars,midfielder,67,50
Sao Tome and Principe,Sabrina Hudson,FC Neves,forward,55,63
Iraq,William Osborne,Al Shorta,forward,65,58
Russia,Dakota Jackson,CSKA Moscow,defender,54,1
Saint Lucia,Diane Hale,Micoud,goalkeeper,40,-42
Zambia,William Anderson,Nkana,goalkeeper,53,-47
Slovenia,Terry Chung,Maribor,forward,56,22
Switzerland,Joseph Wilson,Servette,midfielder,62,72
Czech Republic,Paula Williams,Bohemians 1905,goalkeeper,72,-70
Algeria,Christopher Lopez,USM Alger,forward,51,81
Liechtenstein,Jacob Walker,Balzers,forward,65,21
Finland,Jordan Hart,Honka,goalkeeper,34,-80
Congo,Matthew Hall,Diables Noirs,forward,65,67
Kyrgyzstan,Kelly Hall,Abdysh-Ata,forward,46,67
Senegal,Stephanie Martin,Jaraaf,goalkeeper,40,-78
Trinidad and Tobago,Kayla Shepherd,Point Fortin Civic,midfielder,51,58
North Macedonia,Stephanie Rogers,Sileks,goalkeeper,39,-40
Yemen,Stephanie Lindsey,Al Wahda Aden,midfielder,68,55
Tajikistan,Jonathan Le,CSKA Pamir,goalkeeper,53,-17
Fiji,Brian Ingram,Labasa FC,midfielder,45,38
Austria,Stephen Reynolds,Wolfsberger,midfielder,67,54
Algeria,Rebecca Livingston,JS Kabylie,midfielder,55,39
Russia,Kiara Bailey,Rostov,goalkeeper,47,-58
Slovakia,Anthony Johnson,Spartak Trnava,midfielder,47,25
Micronesia,Matthew Sullivan,Chuuk,forward,56,42
China,Kristine Herrera,Tianjin Jinmen Tiger,midfielder,47,54
Gambia,John Fisher,Real de Banjul,defender,50,69
Switzerland,Alan George,Young Boys,defender,55,52
Cuba,Stephanie Finley,FC Camaguey,defender,71,15
Bosnia and Herzegovina,Maria Shaw,Zrinjski Mostar,goalkeeper,41,-48
Korea (North),Anne Day,Kigwancha,forward,53,63
Sweden,Timothy Avila Jr.,Norrkoping,midfielder,66,6
Iceland,Alexandria Reilly,Valur,forward,74,51
Vietnam,Anita Montoya,Song Lam Nghe An,midfielder,66,100
Croatia,Michael Wells,Osijek,goalkeeper,69,-34
Tuvalu,Lindsay Cook,Nauti,midfielder,44,50
Kyrgyzstan,Juan Morales,Alga Bishkek,defender,52,74
Sri Lanka,Jennifer Fischer,Renown,forward,39,61
Guyana,Lee Harper,Western Tigers,forward,52,23
Argentina,Douglas Ruiz,Independiente,goalkeeper,62,-49
Malawi,Scott Bailey,Nyasa Big Bullets,midfielder,65,34
Liberia,Roger Smith,Mighty Blue Angels,defender,66,48
Jamaica,Joshua Booker,Portmore United,defender,57,55
Nauru,Jennifer Blackwell,Aiwo,midfielder,69,51
Maldives,Nicholas Harvey,Club Eagles,midfielder,59,77
Angola,Christopher Thompson,Petro de Luanda,midfielder,66,54
Maldives,Frank Reynolds,Club Eagles,defender,56,57
Georgia,Katherine Powers,Dila Gori,midfielder,60,33
Grenada,Amber Bradley,Paradise FC International,forward,67,55
Iceland,Thomas Reid,KA,midfielder,61,1
Seychelles,Emma Nguyen,St Michel United,goalkeeper,88,-38
Malaysia,Robert Collins,Johor Darul Ta'zim,goalkeeper,58,-40
Armenia,Mrs. Lisa Terry,Shirak,midfielder,61,40
Sri Lanka,Robert Bryan,Ratnam,midfielder,63,71
Slovakia,Lindsay Cole,Trencin,defender,54,37
Cape Verde,Tami Coleman,Vitoria FC,goalkeeper,71,-35
Palau,Debra Pierce,Kramers FC,defender,43,15
Fiji,Micheal Gonzalez,Navua FC,defender,58,48
Samoa,Michelle Waller,Kiwi FC,forward,44,65
Cape Verde,John Day,Derby FC,goalkeeper,76,-76
Ghana,Sara Brewer,Medeama,defender,55,1
Suriname,Sean Davis,Robinhood,goalkeeper,49,-85
Uzbekistan,Stephanie Ellis,Navbahor,midfielder,64,89
North Macedonia,Michael Taylor,Makedonija GP,goalkeeper,58,-48
Mauritius,Erica Mccoy,Bolton City,midfielder,59,28
Liberia,Erin Hernandez,Mighty Blue Angels,midfielder,55,60
France,Jeremy Wong,Lyon,goalkeeper,65,-24
Rwanda,Kim Edwards,Mukura,goalkeeper,56,-2
Italy,Roger Jennings,AC Milan,defender,64,50
Haiti,Marcus Phillips,Racing Club Haitien,goalkeeper,54,-63
Guinea-Bissau,Brian Zuniga,UDIB,forward,39,29
Mexico,Raymond Chavez,Leon,defender,52,41
Argentina,Jamie Gonzalez,San Lorenzo,midfielder,57,13
Saint Vincent and the Grenadines,Jeremy Sanchez,Layou,defender,54,60
Paraguay,Stephanie Terry,Olimpia,goalkeeper,86,-59
Lithuania,Eric Paul,Dziugas,forward,42,71
Zambia,Antonio Lucas,Napsa Stars,midfielder,71,18
Brazil,Vanessa Thomas,Atletico Mineiro,forward,63,49
South Sudan,Tracy Moore,Al Hilal Wau,forward,63,52
Iraq,Robert Benton,Al Najaf,forward,70,16
United States,Adam Wood,Seattle Sounders,forward,58,56
Guinea,Timothy Brown,Satellite FC,midfielder,48,37
Montenegro,Hannah Payne,Mornar,forward,57,77
Kyrgyzstan,Mike Patterson,Alay Osh,goalkeeper,60,-33
Philippines,Angela Carrillo,Ceres-Negros,forward,52,18
South Africa,Veronica Chen,Orlando Pirates,midfielder,43,68
Maldives,Christine Ramos,Club Eagles,defender,73,17
Antigua and Barbuda,David Bright,Five Islands FC,goalkeeper,56,-55
Papua New Guinea,Frank Nelson,Toti City,defender,47,59
Libya,Julie Moran,Al Akhdar,defender,83,48
Poland,Veronica Peterson,Legia Warsaw,defender,47,47
Bosnia and Herzegovina,Ebony Duncan,Zrinjski Mostar,forward,63,88
Belize,Jessica Nelson,Belmopan Bandits,goalkeeper,53,-79
Central African Republic,Kaitlyn Miles,ASDR,goalkeeper,54,-83
Bangladesh,Kim Marsh,Rahmatganj,defender,62,25
Malawi,Krista Brown,Blue Eagles,midfielder,71,5
Italy,Robert Johnson,Lazio,goalkeeper,65,-72
Honduras,Connor Henderson,Motagua,midfielder,82,64
Korea (South),Jeanette Pierce,Jeonbuk Hyundai,midfielder,63,13
Fiji,Zachary Hoffman,Lautoka FC,midfielder,43,39
Cyprus,Brian Diaz,AEK Larnaca,forward,76,42
Australia,Laura Jones,Adelaide United,defender,50,69
Djibouti,Lindsey Anderson,AS Boreh,goalkeeper,64,-50
Central African Republic,Laurie Davidson,ASDR,midfielder,63,23
Germany,Manuel Gallagher,RB Leipzig,forward,46,7
San Marino,Jeffrey Crane,Libertas,midfielder,48,34
Tonga,Kyle Garcia,Lotoha'apai,midfielder,53,68
Tunisia,Michelle Hancock,Club Africain,midfielder,42,63
Sweden,Steven Hernandez,Malmo FF,midfielder,70,62
Tuvalu,Dale Ho,Funafuti,forward,55,45
Dominican Republic,Tiffany Lyons,Cibao FC,midfielder,60,43
Fiji,Tammy Roach,Lautoka FC,defender,72,24
Ghana,Christopher Allen,Great Olympics,midfielder,74,36
Slovenia,Melanie Shepherd,Olimpija Ljubljana,forward,59,72
Madagascar,Brian Torres,AS Adema,goalkeeper,60,-51
Belarus,William Butler,Torpedo Zhodino,goalkeeper,53,-75
Bahamas,Amanda Reyes,Nassau United,goalkeeper,52,-63
Turkey,Noah Vaughn,Besiktas,forward,68,59
Russia,Nathan Hurst,Krasnodar,midfielder,69,77
Kenya,Christine Fischer,Sofapaka,midfielder,51,43
Malaysia,Kimberly Davis,Penang,goalkeeper,76,-46
Gambia,Yesenia Simpson,Brikama United,defender,76,12
Mozambique,Robert Morris,Ferroviario Maputo,midfielder,42,44
Mozambique,Stephanie Holmes,Ferroviario Maputo,forward,51,71
Malta,Jessica Parker,Hamrun Spartans,defender,54,50
Nepal,Victor Torres,Sankata,forward,61,31
Bosnia and Herzegovina,Robert Green,Siroki Brijeg,forward,61,69
Cape Verde,Mitchell Gardner,CS Mindelense,midfielder,48,48
Cyprus,Carl Barnes,Pafos FC,forward,44,61
Seychelles,Amber Gomez,Light Stars,forward,66,63
Saint Kitts and Nevis,Alison Garcia,Cayon Rockets,midfielder,57,113
Georgia,Adrienne Robinson,Samgurali,goalkeeper,54,-29
Liechtenstein,Jeffrey Marquez,Schaan,defender,61,57
Mali,Brooke Obrien,COB,midfielder,50,40
Mozambique,Miss Kimberly Hampton,UD Songo,forward,71,36
Spain,Maria Myers,Villarreal,defender,50,58
Belgium,William Reyes,Anderlecht,goalkeeper,68,-56
Hungary,Richard Perez,MTK Budapest,defender,54,45
Myanmar,Jody Prince,Ayeyawady United,defender,64,76
Syria,Bradley Copeland,Al Shorta,forward,44,38
Cape Verde,Joseph Wall,Academica do Sal,midfielder,58,35
Madagascar,Kevin Garza,AS Adema,forward,59,44
Bahrain,Sergio Thompson,Al-Ahli,midfielder,72,50
Papua New Guinea,Dawn Lucas,Gulf Komara,goalkeeper,64,-69
Malta,Colleen Miller,Sliema Wanderers,goalkeeper,49,-54
Uzbekistan,Linda Short,Navbahor,forward,67,64
Turkmenistan,William Marshall,Merv,midfielder,64,53
Ethiopia,Alison Moore,Fasil Kenema,forward,73,69
Bosnia and Herzegovina,Benjamin Johnson,Siroki Brijeg,defender,61,53
Albania,Thomas Holt,Dinamo Tirana,goalkeeper,45,-16
Vietnam,Kimberly Shah,Song Lam Nghe An,goalkeeper,73,-27
Maldives,Samuel Mcconnell,Green Streets,goalkeeper,62,-49
Honduras,Donald Hayden,Platense,midfielder,56,40
San Marino,Jennifer Moore,La Fiorita,defender,66,27
Morocco,Stacey Harrington,Moghreb Tetouan,defender,54,18
Norway,James Wang,Lillestrom,forward,74,44
Mexico,Eric Carter,America,goalkeeper,59,-64
Moldova,Brittney Hall,Zimbru,defender,65,61
Venezuela,Angela Mora,Portuguesa,forward,41,60
Oman,Lee Martinez,Al Suwaiq,defender,57,49
Romania,Kristi Matthews,FCSB,forward,64,68
Malaysia,Kenneth Jones,Selangor,forward,61,55
Lebanon,Kelsey Ware,Shabab Sahel,defender,40,39
Andorra,Steve Ramirez,FC Ordino,defender,53,45
Bolivia,Matthew Yoder,Nacional Potosi,defender,52,85
Cameroon,Jennifer Anderson,Avion Academy,defender,58,77
Iran,Penny Hawkins,Foolad,forward,43,32
Costa Rica,Vickie Parker,Deportivo Saprissa,midfielder,54,76
Mali,Benjamin Harmon MD,Stade Malien,defender,65,70
Romania,Theresa Stephens,Farul Constanta,forward,50,36
Guatemala,Kelly Martinez,Santa Lucia,forward,73,72
Vietnam,Ralph Gonzalez,Nam Dinh,goalkeeper,68,-99
Pakistan,Jeffery Wood,Sui Southern Gas,goalkeeper,56,-43
Lithuania,Keith Juarez,Suduva,goalkeeper,68,-63
Guyana,Ashley Torres,Victoria Kings,goalkeeper,67,-61
Lithuania,John Stevens,Panevezys,forward,40,18
Ethiopia,David Rush,Wolaitta Dicha,forward,63,65
Algeria,Angela Andrews,MC Oran,goalkeeper,61,-31
Andorra,Peter Nelson,Inter Club d'Escaldes,defender,61,48
Haiti,Cynthia Bailey,Baltimore SC,midfielder,51,6
Zimbabwe,Kyle Fox,Harare City,forward,63,68
Pakistan,Patrick Hobbs,Pakistan Navy,forward,63,63
North Macedonia,Tara Cole,Rabotnicki,midfielder,57,66
Liberia,Katherine Lee,Nimba United,defender,51,68
Trinidad and Tobago,Craig Arnold,Defence Force,forward,75,60
Dominica,Crystal Meadows,Dublanc FC,midfielder,55,61
Burundi,Stephanie Patterson,Flambeau du Centre,goalkeeper,51,-29
Nigeria,Rita Carlson,Enyimba,defender,68,31
United Arab Emirates,Steven Tanner,Baniyas,forward,87,75
Mozambique,John Foley,Liga Muculmana,midfielder,56,80
Iceland,Amy Coleman,Valur,defender,67,56
Kiribati,Theresa Vaughn,Makin,forward,43,77
Malta,Sharon Andersen,Birkirkara,defender,45,28
Afghanistan,Dustin Brown,Ariana FC,forward,73,75
Italy,Joshua Wilson,AC Milan,defender,55,27
Singapore,Stephen Pacheco PhD,Hougang United,forward,68,28
Angola,Michael Chen,Interclube,goalkeeper,53,-54
Moldova,Brenda Stevenson,Petrocub,goalkeeper,50,-22
Hungary,Carrie Wallace,Kisvarda,defender,66,63
Algeria,Kristina Williams,MC Oran,midfielder,56,57
Czech Republic,Jill Rodriguez,Viktoria Plzen,defender,64,51
Denmark,Raymond Stone,Midtjylland,goalkeeper,39,-21
Montenegro,Timothy Harris,Rudar,forward,57,103
Ukraine,Tyler Schultz,Rukh Lviv,goalkeeper,59,-16
Norway,Michael Moon,Lillestrom,forward,55,55
Argentina,Pamela Holmes,Estudiantes,defender,66,42
Germany,Christine Turner,RB Leipzig,forward,70,32
Greece,Erica Gibson,Panetolikos,defender,57,40
Comoros,Tyler Bell,Fomboni FC,forward,61,1
Seychelles,Jennifer Fisher,La Passe,midfielder,57,66
Palau,George Levine,Lyon FC,defender,70,21
South Africa,Ricky Valencia,Stellenbosch,defender,51,55
Germany,Heidi Reed,Borussia Monchengladbach,goalkeeper,69,-84
Mauritius,Vanessa Woodard,Pamplemousses,defender,50,29
Sweden,Matthew Weaver,Hammarby,forward,55,52
North Macedonia,James Williamson,Rabotnicki,forward,60,25
Maldives,Shane Bright,United Victory,forward,63,45
Finland,Kristy Deleon,Ilves,defender,52,48
Egypt,Brandon Benton,Pyramids FC,goalkeeper,65,-41
Chile,Andrew Miller,Union Espanola,forward,62,23
Hungary,Erica Fernandez,Debrecen,defender,74,97
Nigeria,Dr. Gregory Herrera,Shooting Stars,midfielder,52,17
Papua New Guinea,Matthew Page,Lae City,midfielder,59,40
Guatemala,Cindy Patel,Santa Lucia,midfielder,66,64
Oman,Tyler Orozco,Al Suwaiq,goalkeeper,41,-16
Chad,Bruce Wilkins,Gazelle FC,defender,28,77
Portugal,Timothy Petersen,Famalicao,midfielder,57,41
Peru,Jacqueline Bryant,Sporting Cristal,midfielder,52,65
Namibia,Megan Estrada,African Stars,goalkeeper,62,-84
Switzerland,April Taylor,Basel,midfielder,67,59
Yemen,Allison Lynn,Al Wehda Sanaa,defender,55,42
Albania,Anthony Gutierrez,KF Tirana,forward,43,56
Serbia,April Grimes,Red Star Belgrade,midfielder,71,18
Belgium,Sarah Hobbs,Anderlecht,defender,53,65
Kiribati,Roger Tran,Bairiki,forward,50,25
Somalia,Cody Walsh,Jazeera,forward,62,67
Syria,Jennifer Velasquez,Al Karamah,forward,60,46
Brunei,Mrs. Robin Bautista,MS ABDB,goalkeeper,58,-47
Brazil,Christine Villa,Corinthians,goalkeeper,70,-60
Bhutan,Adam Bishop,Thimphu City,midfielder,49,35
Peru,Edward Christensen,UTC Cajamarca,defender,58,34
Syria,Steven Barrera,Al Jaish,midfielder,44,60
China,Valerie Melendez,Shanghai Port,defender,59,79
Kenya,Robert Moreno,Bandari,forward,52,82
Austria,Christopher Serrano,LASK,midfielder,61,44
India,Sherry Hayes,Bengaluru FC,forward,54,47
New Zealand,Darrell Carlson,Team Wellington,forward,64,36
Congo,Kara Grant,Etoile du Congo,goalkeeper,62,-70
Mozambique,Christina Arnold,Ferroviario Maputo,midfielder,60,67
Guyana,Antonio Perez,Slingerz FC,forward,59,72
Mauritius,Nicole Burke,Curepipe Starlight,goalkeeper,43,-41
France,Allison Dorsey,Marseille,forward,56,59
Kenya,Lisa Smith,Kariobangi Sharks,forward,63,89
Uruguay,James Roy,Nacional,midfielder,50,55
Sao Tome and Principe,David Mitchell,UDRA,goalkeeper,63,-53
Iran,Derek Peters,Tractor,goalkeeper,51,-87
Chad,Shannon Cohen,Gazelle FC,defender,44,40
Mauritania,Ronald Johnson,Nouadhibou,forward,62,35
Israel,Patrick Cole,Hapoel Be'er Sheva,goalkeeper,51,-59
Andorra,Regina Kelly,Penya Encarnada,midfielder,57,49
Syria,Steven Bradford,Al Wahda,goalkeeper,63,-38
Grenada,Timothy Floyd,Queens Park Rangers,midfielder,59,18
Micronesia,Paula Serrano,Yap,goalkeeper,58,-49
Denmark,Michael Morgan,Midtjylland,goalkeeper,72,-75
Philippines,Amy Ashley,Stallion Laguna,midfielder,78,46
Timor-Leste,Rachel Green,Sport Laulara,goalkeeper,47,-48
Niger,Kathleen Smith,Douanes,midfielder,66,38
United Arab Emirates,Aaron Key,Al Ain,midfielder,44,54
Timor-Leste,Maria Sanchez,Boavista Timor,goalkeeper,62,-75
Costa Rica,Makayla Reyes,Perez Zeledon,defender,47,78
Ethiopia,Andrea Johnson,Adama City,defender,67,49
Bahamas,Whitney Jackson,Freeport FC,forward,73,27
Oman,Christopher Morris,Al Nasr,forward,47,27
Guyana,Robert Thomas,Victoria Kings,goalkeeper,71,-46
Georgia,Richard Bullock,Dinamo Batumi,forward,65,50
Czech Republic,Julie Kelly,Viktoria Plzen,midfielder,49,49
Monaco,Charles Benjamin MD,Monaco II,forward,71,43
Madagascar,Margaret Franco,CNaPS Sport,forward,68,43
Sweden,Ronald Washington PhD,IFK Goteborg,midfielder,70,59
Iceland,Carlos Hernandez,Breidablik,forward,53,2
Hungary,Cameron Baxter,Fehervar,goalkeeper,67,-48
Samoa,Teresa Smith,Kiwi FC,midfielder,56,43
Madagascar,Elaine Garcia,Fosa Juniors,forward,61,88
Nigeria,Christopher King,Shooting Stars,goalkeeper,57,-68
Greece,Kelsey Holland,PAOK,defender,64,57
China,Lori Garner,Shandong Taishan,midfielder,53,75
New Zealand,Robin Smith,Team Wellington,midfielder,64,68
Singapore,Justin Nichols,Lion City Sailors,defender,62,67
Djibouti,Teresa Gibbs,Equipe Nationale,defender,65,94
Turkey,Robert Conley,Trabzonspor,defender,57,67
North Macedonia,Michael Carpenter,Shkendija,midfielder,55,56
Iran,Patrick Cohen,Tractor,forward,50,40
Mexico,Krystal Stevens,Tigres,midfielder,60,69
Eswatini,Amber Tapia,Royal Leopards,forward,63,56
Dominican Republic,Joanna Hicks,Atletico Vega Real,goalkeeper,61,-57
Montenegro,Brett Black,Rudar,midfielder,54,33
Togo,James Mendoza,Kotoko,goalkeeper,66,-46
Singapore,David Roy,Albirex Niigata (S),goalkeeper,60,-79
Russia,Casey Church,CSKA Moscow,midfielder,43,62
Brazil,Antonio Buck,Atletico Mineiro,defender,68,66
Maldives,Michele James,TC Sports,defender,60,36
Cambodia,Charles Simpson,Phnom Penh Crown,forward,61,78
Russia,Lisa Pierce,CSKA Moscow,defender,68,83
Japan,William Fritz,Kawasaki Frontale,defender,68,90
Ethiopia,Stephanie Woods,Adama City,forward,40,82
Thailand,Katie Farrell,Nakhon Ratchasima,forward,53,66
Chile,Mary Wagner,Huachipato,goalkeeper,73,-42
Bulgaria,Autumn Donaldson,Cherno More,midfielder,64,29
Australia,Eric Gray,Adelaide United,goalkeeper,63,-77
Pakistan,Charles Brown,Karachi Port Trust,midfielder,60,42
Indonesia,Leslie Nelson,Bali United,midfielder,67,56
Romania,Samantha Campbell,Sepsi,midfielder,63,38
Bahamas,William Moss,Cavalier FC,forward,68,9
Australia,Matthew Griffin,Brisbane Roar,forward,59,41
Malta,Whitney Barrett,Gzira United,midfielder,47,41
Andorra,Daniel Zhang,FC Ordino,midfielder,50,36
Tonga,Miguel Vega,Ngele'ia,midfielder,70,15
Antigua and Barbuda,Megan Bush,Liberta FC,midfielder,63,97
Gabon,Jerry Alexander,Sogea FC,goalkeeper,53,-67
Dominican Republic,Robert Rose,Moca FC,goalkeeper,67,-91
Rwanda,Laurie Carter,Bugesera,forward,49,57
Monaco,Matthew Cantu,Roca Team,defender,49,68
Samoa,Rachel Bowers,Kiwi FC,midfielder,44,40
Austria,Sabrina Clark,Sturm Graz,forward,54,51
Sweden,Bethany Hart,Djurgarden,goalkeeper,66,-53
Poland,David Burgess,Lechia Gdansk,defender,94,29
Bulgaria,Amanda Beard,Cherno More,defender,68,62
Colombia,Lori Thompson,Once Caldas,forward,67,50
Singapore,Patrick Townsend,Hougang United,midfielder,61,12
Andorra,Anthony Butler,UE Engordany,goalkeeper,76,-49
Cape Verde,Autumn Richardson,Sporting Praia,defender,54,66
Solomon Islands,Nichole Harris,Marist,defender,59,26
Costa Rica,Joshua Jones,Perez Zeledon,defender,53,78
Sao Tome and Principe,David Williams,Sporting Praia Cruz,goalkeeper,71,-19
Andorra,Nicole Bennett,FC Santa Coloma,defender,67,71
Malawi,Joanne Forbes,Red Lions,defender,61,1
Bosnia and Herzegovina,Elizabeth Glenn,Velez Mostar,forward,53,1
Kiribati,Julie Cain,Betio,defender,41,59
United Arab Emirates,Daniel Castillo,Al Jazira,midfielder,52,71
Bahamas,Wendy Torres,Baha Juniors,goalkeeper,61,-50
Saudi Arabia,Matthew Mccarty,Al Ittihad,midfielder,72,54
Japan,Kevin Castaneda,Urawa Reds,goalkeeper,52,-98
Equatorial Guinea,Stephanie Lambert,Canon Sportif,forward,60,47
Dominican Republic,Shane Wang,Jarabacoa FC,goalkeeper,54,-41
South Africa,Stephanie Dixon,Mamelodi Sundowns,defender,45,33
Iceland,Hannah Flores,KR Reykjavik,midfielder,61,58
Myanmar,Theresa Henry,Yangon United,defender,60,75
Philippines,Nina Hutchinson,ADT,midfielder,43,52
Hungary,April Miller,MTK Budapest,midfielder,58,1
Australia,Michael Jackson,Brisbane Roar,forward,73,23
South Sudan,Matthew Harris,Al Hilal Wau,midfielder,62,65
Albania,Megan Colon,Kukesi,goalkeeper,79,-1
Tajikistan,Walter Hunt,Fayzkand,forward,56,54
Montenegro,Bradley Reyes,Buducnost,goalkeeper,55,-82
Azerbaijan,Stephanie Phillips,Sabah,goalkeeper,39,-80
Luxembourg,Travis Morrison,F91 Dudelange,defender,43,55
Kyrgyzstan,Catherine Wilson,Dordoi Bishkek,midfielder,51,68
India,Tyler James,ATK Mohun Bagan,defender,67,34
Comoros,Bruce Wheeler,Coin Nord,defender,78,43
Yemen,Jorge Roberts,Al Ahli Sanaa,goalkeeper,61,-52
Cameroon,Kathryn Robinson,Avion Academy,goalkeeper,53,-37
Belarus,Kimberly Norton,Shakhtyor Soligorsk,midfielder,68,111
Armenia,Lori Kelley,Noah,midfielder,64,55
Belgium,Kevin Moore,Antwerp,defender,73,34
Maldives,Calvin Valdez,Club Eagles,defender,69,53
Lesotho,Ebony Garcia,LCS,midfielder,68,33
Egypt,Kara Hayes,Al Ahly,defender,56,56
Madagascar,Daniel Middleton,Tia Kitra,forward,73,59
Morocco,Angel Macias,AS FAR,defender,53,76
Liechtenstein,Charles Butler,Triesen,forward,57,14
Denmark,Gabriel Allison,Viborg,midfielder,65,63
Estonia,Thomas Curry,Kuressaare,forward,56,52
Myanmar,Alyssa Evans,Yadanarbon,midfielder,53,26
Myanmar,Scott Ruiz,Hanthawaddy United,defender,59,72
Ukraine,Melanie Greer,Zorya Luhansk,goalkeeper,45,-65
Malaysia,Jessica King,Selangor,forward,65,49
Iraq,Adam Morris,Al Quwa Al Jawiya,midfielder,58,29
Gabon,Tammy Bates,US Bitam,forward,57,102
Thailand,Chris Gardner,BG Pathum United,midfielder,61,31
Jordan,Luke Li,Al Wehdat,midfielder,66,37
Kuwait,Mr. Christopher Madden,Al Arabi,midfielder,46,28
Georgia,Kenneth Snyder,Samgurali,defender,49,64
Andorra,Stephanie Greer,FC Ordino,goalkeeper,63,-57
Barbados,Melissa Oconnor,Weymouth Wales,forward,67,24
Djibouti,Danielle Jones,AS Arta/Solar7,defender,73,47
Sierra Leone,Sarah Fischer,Old Edwardians,forward,57,44
Belize,Jason Blackburn,Placencia Assassins,goalkeeper,61,-33
Timor-Leste,Mr. Thomas Ferguson Jr.,Pontak,midfielder,70,16
Jamaica,Tamara Weaver,Arnett Gardens,goalkeeper,60,-57
Jamaica,Brian Adams,Tivoli Gardens,defender,42,44
Uzbekistan,Angela Elliott,AGMK,midfielder,28,31
Tajikistan,Reginald Jimenez,Regar-TadAZ,forward,76,66
United States,Lori Bryan,Atlanta United,defender,75,60
Tunisia,Jodi Anderson,Club Africain,goalkeeper,47,-69
Belarus,Ricardo Allen,Neman Grodno,defender,62,83
Equatorial Guinea,Christopher King,Deportivo Unidad,forward,43,74
Israel,Wayne Boyd,Maccabi Netanya,goalkeeper,65,-44
Somalia,Jo Ward,Banadir,goalkeeper,55,-21
Ukraine,Justin Taylor,Kolos Kovalivka,forward,34,72
Korea (North),Katherine Johnson,April 25,forward,73,43
Lithuania,Angelica Mcdonald,Riteriai,forward,48,78
Costa Rica,Karen Bell,Cartagines,midfielder,65,70
Syria,Richard Perez Jr.,Al Jaish,midfielder,37,90
Yemen,Ann Hendricks,Al Tadamon,defender,69,56
Azerbaijan,Eric Gutierrez,Kapaz,defender,59,39
Equatorial Guinea,Deborah Scott,Dragón FC,midfielder,69,68
Korea (North),Caitlin Dominguez,Sobaeksu,forward,61,88
Saint Lucia,Scott Patterson,Micoud,forward,59,70
Angola,Randy Montoya,Sagrada Esperanca,defender,66,12
Venezuela,Paula Rice,Deportivo La Guaira,forward,46,62
Mozambique,James Gomez,Ferroviario Nampula,goalkeeper,83,-21
Madagascar,Marilyn Nelson,DSA Antananarivo,defender,53,1
Sudan,Cindy Johnson,Al Amal Atbara,forward,86,51
Belize,Timothy Williams,San Pedro Pirates,forward,68,43
Saint Kitts and Nevis,Carol Lucas,SPD United,defender,68,80
United Arab Emirates,Elizabeth Rice,Al Ain,midfielder,57,26
Sao Tome and Principe,Christopher Dillon,UDRA,forward,74,66
Nigeria,Kimberly Bautista,Plateau United,goalkeeper,68,-17
Sao Tome and Principe,Caleb Watson,FC Neves,forward,53,37
Spain,Terry French,Villarreal,defender,66,30
Eswatini,Kimberly Baldwin,Young Buffaloes,forward,44,32
Cuba,James Holmes,FC Santiago,defender,61,78
Mozambique,Shannon Savage,Ferroviario Maputo,midfielder,62,52
Cyprus,Lauren Kennedy,Apollon Limassol,midfielder,63,81
United Kingdom,Michelle Boyd,Manchester United,midfielder,79,51
Lesotho,Hannah Sullivan,LCS,forward,67,15
Rwanda,David Hendrix,Rayon Sports,defender,58,68
South Sudan,Nicholas Serrano,Kator,goalkeeper,65,-89
Dominica,Anthony Mcdonald,Harlem United,goalkeeper,50,-71
Eswatini,Misty Williams,Green Mamba,forward,68,32
Haiti,Elizabeth Bailey,FICA,forward,43,65
