Country,Name,Club,Position,Games,Goals
Papua New Guinea,Joseph Thompson,Gulf Komara,defender,54,93
Tonga,Teresa Mercado,Lotoha'apai,goalkeeper,53,-56
Mauritania,Jacob Coleman,Nouadhibou,defender,63,60
Sri Lanka,Paul Johnson,Java Lane,defender,47,90
United Arab Emirates,Christina Parker,Al Nasr,goalkeeper,47,-61
Tunisia,Ryan Barr,US Monastir,defender,55,61
Canada,Cody Jacobson,Valour FC,midfielder,70,46
San Marino,Barbara Adams,Tre Penne,goalkeeper,45,-24
Guinea-Bissau,Brian Rowe,Estrela Negra,forward,62,49
Cuba,Christopher Rowe,FC Cienfuegos,forward,65,31
Chile,Howard Fernandez,Union Espanola,defender,65,77
Dominican Republic,Emma Wallace,Barcelona Atletico,midfielder,66,51
Mozambique,Gary Hamilton,Vilankulo,forward,65,35
Liechtenstein,Nicole Mckee,Vaduz,defender,75,45
Azerbaijan,Scott Booth,Sumgayit,midfielder,54,55
Finland,Ryan Anderson DDS,Honka,forward,53,28
Egypt,Jacob Gardner,Al Ahly,forward,56,48
Botswana,Eric Whitaker,Mochudi Centre Chiefs,forward,42,3
Mauritius,Lauren Crosby,Petite Riviere Noire,midfielder,65,82
Kyrgyzstan,Sharon Kramer,Ilbirs Bishkek,defender,54,19
Lesotho,Monique Allen,LDF,goalkeeper,49,-61
Thailand,Carolyn Brown,Port,goalkeeper,50,-51
Tonga,Heather Farmer,Navutoka,goalkeeper,61,-39
Madagascar,Pam Perry,Tia Kitra,defender,47,38
Vanuatu,Christopher Anderson,Shepherds United,midfielder,54,69
Uganda,Jonathan Boyer,SC Villa,midfielder,56,37
Australia,Eric Barry,Sydney FC,midfielder,52,6
Pakistan,Michael Walter,Sui Southern Gas,goalkeeper,83,-28
Togo,Isabel Murray,Sara Sport,goalkeeper,52,-41
Somalia,Adrian Smith,Gaadiidka,midfielder,66,21
Eswatini,Andrew Reyes,Mbabane Swallows,goalkeeper,49,-10
Bulgaria,Natalie Munoz,Lokomotiv Plovdiv,forward,79,10
Azerbaijan,Charles Steele DVM,Zira,midfielder,70,37
Germany,William Rivers,Bayer Leverkusen,midfielder,60,18
Turkmenistan,Kenneth Luna,Energetik,defender,51,23
United Arab Emirates,Ryan Phillips,Shabab Al Ahli,forward,40,55
Trinidad and Tobago,Kevin Austin,W Connection,defender,51,53
Cameroon,Dawn Stevenson,APEJES Academy,midfielder,44,85
Israel,Bruce Campbell,Bnei Sakhnin,goalkeeper,52,-84
Malta,Courtney Williams,Sliema Wanderers,midfielder,54,48
Grenada,Steven Lee Jr.,Hard Rock FC,forward,52,82
Tajikistan,Rebecca Trevino,Fayzkand,forward,60,23
Egypt,Meredith Miller,Al Masry,forward,58,67
Finland,Robert Clark,KuPS,defender,68,54
Iraq,Nancy Davidson,Al Shorta,defender,78,50
Iran,Tiffany Thompson,Foolad,defender,52,26
Yemen,Terry Phillips,Al Tadamon,defender,39,19
Algeria,Melissa Jimenez,USM Alger,forward,38,26
Indonesia,Heather Baldwin,Madura United,midfielder,66,77
Montenegro,Jennifer Elliott,Rudar,goalkeeper,43,-14
Tanzania,Levi Gardner,Young Africans,forward,58,51
Myanmar,William Carter,Yangon United,defender,74,51
Iran,Jennifer Parrish,Persepolis,midfielder,66,39
Serbia,Jose Smith,Partizan,forward,68,62
Saint Vincent and the Grenadines,Desiree Nixon,Hope International,forward,52,62
Estonia,Cynthia Wilson,Flora Tallinn,goalkeeper,47,-32
Venezuela,Lisa Mitchell,Estudiantes de Merida,defender,49,29
Haiti,Rebecca Reynolds,Violette,midfielder,71,43
Myanmar,Richard Brown,Yadanarbon,midfielder,64,11
Angola,Laura Butler,Petro de Luanda,forward,70,60
Poland,Angel Grant,Legia Warsaw,midfielder,66,44
Lesotho,Ryan Taylor,Lioli,defender,59,50
Liberia,Dr. Paige Adams,Nimba United,defender,72,23
Maldives,John Calderon,Green Streets,goalkeeper,55,-12
Lebanon,Joshua Powers,Al Ansar,defender,52,74
Comoros,Toni Joseph,Coin Nord,defender,40,51
United Arab Emirates,Brooke Conrad,Baniyas,goalkeeper,73,-75
Namibia,Samantha Lara,Black Africa,midfielder,71,78
Fiji,Daniel Smith,Lautoka FC,goalkeeper,59,-99
Latvia,Lauren Mcdaniel,Daugavpils,defender,54,63
Indonesia,Calvin Brown,Madura United,midfielder,63,74
Saudi Arabia,Stephanie Roman,Al Ahli,forward,68,31
Lithuania,Martha Rosales,Dziugas,goalkeeper,49,-55
Laos,Christopher Henry,Ezra,midfielder,63,104
Niger,Lindsey Smith,USGN,midfielder,55,44
Grenada,Sandra Schultz,Fontenoy United,goalkeeper,63,-79
Philippines,Jeffery Buckley,Kaya-Iloilo,midfielder,56,52
France,Maria Martinez,Rennes,forward,59,25
Liberia,Gerald Gray,Invincible Eleven,goalkeeper,85,-60
Angola,Katrina Hansen,Primeiro de Agosto,defender,59,38
Bulgaria,Eric Turner,Cherno More,forward,66,54
Niger,Jessica Martin,Olympic Niamey,forward,64,41
Cambodia,Daniel Martin,Soltilo Angkor,defender,54,54
Romania,Matthew Bennett,FCSB,midfielder,56,47
Gabon,Joseph Figueroa,US Bitam,defender,62,58
Tanzania,Steven Boyd,Young Africans,defender,66,35
Tanzania,Jessica Torres,Simba,forward,57,43
Lithuania,Allison Martin,Riteriai,midfielder,69,57
Malawi,Justin Reyes,MAFCO,midfielder,58,60
Panama,Monica Wilson,San Francisco,forward,57,22
Bolivia,Anna Peck,Always Ready,midfielder,71,64
Mexico,James Simmons,Leon,forward,75,24
Guinea-Bissau,Philip Nichols,UDIB,goalkeeper,50,-81
South Africa,Rodney Dunn,SuperSport United,defender,66,37
Fiji,Sara Roman,Rewa FC,defender,57,49
Micronesia,Teresa Brooks,Pohnpei,forward,63,69
Colombia,Joseph Conway,Atletico Nacional,goalkeeper,60,-61
Nepal,Jennifer Allen,Friends Club,defender,50,86
Brunei,Mary Yoder,DPMM FC,midfielder,69,6
Guatemala,Julie Price,Santa Lucia,midfielder,57,47
Jamaica,Nancy Wheeler,Portmore United,defender,41,16
Tajikistan,Natasha Mendez,Istiklol,midfielder,74,53
Tunisia,Dominique Williams,US Monastir,midfielder,53,106
United Kingdom,Sarah Franco,Manchester City,defender,38,71
Jordan,Miguel Duran,Al Wehdat,defender,56,62
Belgium,Sharon Weaver,Club Brugge,forward,70,64
Saint Lucia,Troy Martinez,Northern United,midfielder,61,37
Cambodia,Brandon Rice,ISI Dangkor Senchey,defender,46,76
Estonia,Jason Robbins,Paide Linnameeskond,goalkeeper,35,-70
Egypt,Cindy Allen,Ismaily,midfielder,58,36
Belize,Latasha Brooks,San Pedro Pirates,defender,53,57
Indonesia,Matthew Harris,Persija Jakarta,midfielder,76,43
Luxembourg,Laurie Fleming,Fola Esch,goalkeeper,57,-48
Denmark,Brian Smith,Brondby,defender,52,33
Ireland,Linda Lee,Derry City,defender,58,39
Maldives,Heather Collins,Maziya,midfielder,57,47
Guinea,Dustin Bruce,AS Kaloum,defender,52,40
Kiribati,John Jordan,Tofaga,defender,81,101
Sudan,Nancy Cook,Al Shorta,defender,55,44
Algeria,Sherry Mcfarland,MC Oran,defender,56,31
Colombia,Michael Bernard,America de Cali,midfielder,71,20
Togo,Sarah Blake,Sara Sport,midfielder,57,38
Mauritania,Kathleen Torres,ACS Ksar,defender,45,64
Barbados,David Price,Paradise SC,goalkeeper,63,-76
Marshall Islands,Deborah Obrien,Utrik FC,midfielder,72,34
Argentina,Michael Smith,River Plate,defender,72,59
Comoros,Samuel Jackson,Coin Nord,goalkeeper,53,-34
United Kingdom,Andrew Fleming,Leicester,defender,55,42
Panama,Victoria Young,Independiente,goalkeeper,67,-53
Armenia,Steven Baldwin,Ararat-Armenia,goalkeeper,56,-81
Kuwait,Christine Nelson,Kazma,midfielder,57,89
Burkina Faso,Nathan Harvey,AS SONABEL,forward,56,79
Cuba,Nancy Banks,FC Guantanamo,goalkeeper,66,-70
Lebanon,Dylan Smith,Safa,midfielder,77,49
Andorra,James Lara,Inter Club d'Escaldes,midfielder,65,53
Liechtenstein,Brittany Underwood DVM,Ruggell,goalkeeper,70,-41
Kyrgyzstan,Gary Tyler,Kara-Balta,defender,74,88
North Macedonia,Allison Huerta DVM,Shkupi,defender,48,44
Solomon Islands,Veronica Gilbert,Solomon Warriors,forward,59,10
Belize,Tamara Combs,Belmopan Bandits,forward,69,69
Sudan,Ryan Mcclure,Al Hilal Omdurman,midfielder,68,60
Antigua and Barbuda,Kimberly Taylor,Grenades FC,forward,52,63
Equatorial Guinea,Grant Riggs,Sony de Ela Nguema,defender,43,25
North Macedonia,Julie Willis,Sileks,midfielder,33,79
Saudi Arabia,Oscar Valenzuela,Al Taawoun,defender,52,74
Yemen,Dr. Tom Davis DDS,Al Yarmuk Al Rawda,forward,65,40
Ghana,Edward Taylor,Hearts of Oak,defender,47,86
Burkina Faso,Alejandra Turner,Etoile Filante,defender,66,58
Haiti,Julie Allison,Don Bosco,defender,58,53
United Arab Emirates,Zachary Sanchez,Shabab Al Ahli,midfielder,44,65
Iran,Sharon Livingston,Persepolis,forward,70,20
Madagascar,Susan Mitchell,CNaPS Sport,goalkeeper,69,-55
Paraguay,Peter Houston,Olimpia,goalkeeper,67,-72
Spain,Richard Sims,Barcelona,defender,62,42
Singapore,Clayton Anderson,Tampines Rovers,goalkeeper,56,-34
France,Mark Webster,Lille,goalkeeper,68,-80
Fiji,Matthew Sullivan,Ba FC,midfielder,50,32
Latvia,Catherine Lutz,Spartaks Jurmala,defender,39,45
Bahamas,Randy Campbell,Nassau United,defender,62,33
Togo,Mr. Todd Silva,Semassi,midfielder,55,43
Bahamas,Rhonda Jones,Dynamos FC,forward,47,36
Antigua and Barbuda,Angel Daniel,Parham FC,midfielder,69,48
Poland,Janet Liu,Legia Warsaw,defender,48,49
Laos,Christina Johnson,Vientiane FC,midfielder,53,68
Israel,Kathryn Bond,Maccabi Netanya,midfielder,82,28
Luxembourg,Marcus Peterson,Jeunesse Esch,forward,49,91
Chile,Kathleen Smith,Union Espanola,midfielder,43,69
Mauritania,Sherri Wagner,Nouadhibou,forward,62,43
Bhutan,Meghan Evans,Ugyen Academy,midfielder,56,39
Nicaragua,Julie Patton,ART Municipal Jalapa,forward,48,67
Austria,John Schmidt,Rapid Wien,midfielder,64,40
Yemen,Linda Hernandez DDS,Al Tilal,defender,56,73
Fiji,Logan Martin,Nadi FC,forward,63,61
Grenada,Megan Moore,Hard Rock FC,goalkeeper,53,-44
Dominica,David Berry,Bath Estate,midfielder,68,25
Bulgaria,Randall Hall Jr.,Botev Plovdiv,forward,49,13
Cape Verde,Todd Payne,Batuque FC,midfielder,42,23
North Macedonia,Jennifer Rivera,Sileks,midfielder,54,38
Turkmenistan,Angela Weber,Nebitchi,goalkeeper,62,-88
Morocco,Steven Lyons,Wydad Casablanca,defender,73,56
Cameroon,Kristin Davenport,Avion Academy,forward,53,53
Armenia,Steve Gray,Alashkert,forward,70,4
Grenada,Robert Newton,Hurricane FC,midfielder,41,14
North Macedonia,Michael Glover,Rabotnicki,forward,70,81
Australia,Kyle Daniels,Adelaide United,goalkeeper,58,-48
France,Amanda Wallace,Marseille,forward,50,33
Qatar,Blake Lester,Al Gharafa,goalkeeper,83,-31
Vanuatu,Patricia Bennett,Amicale,defender,61,33
Mauritania,Angela Flores,Nouakchott Kings,goalkeeper,67,-40
Syria,Alison Perry,Tishreen,midfielder,44,37
United Arab Emirates,Matthew Schultz,Al Ain,goalkeeper,42,-40
Ukraine,Mike Williams,Rukh Lviv,defender,60,49
Malawi,Ashley Fletcher,Nyasa Big Bullets,defender,52,85
Liberia,Sara Smith,LISCR,defender,71,33
United Kingdom,Caitlin Hudson,Arsenal,defender,63,75
Tanzania,David Mason,Azam,midfielder,77,40
Mauritius,Lynn Walker,Flacq United,goalkeeper,47,-50
Belgium,Christopher Moore,Gent,goalkeeper,61,-84
Croatia,Louis Nielsen,Hajduk Split,midfielder,52,13
Czech Republic,Justin Simmons,Banik Ostrava,goalkeeper,71,-76
Nauru,Gregory Gonzalez,Aiwo,goalkeeper,56,-76
Cuba,Matthew Williams,FC Guantanamo,forward,56,31
Cyprus,Margaret Hodge,Apollon Limassol,forward,56,87
Brunei,Annette Wolf,MS ABDB,forward,68,57
Botswana,Andrea Armstrong,Extension Gunners,goalkeeper,67,-70
Ethiopia,Jill Flowers MD,Ethiopian Coffee,goalkeeper,41,-32
Costa Rica,Justin Ward,Alajuelense,goalkeeper,70,-106
Turkey,Jenna Weber,Trabzonspor,defender,63,23
Slovenia,Aaron Estrada,Celje,goalkeeper,54,-36
Bulgaria,Richard Aguirre,Ludogorets,goalkeeper,71,-92
Dominican Republic,Mariah Miles,Atletico Vega Real,midfielder,55,14
Eswatini,Angela Smith,Young Buffaloes,forward,47,36
Peru,Roger Reed,Cienciano,forward,53,31
Kenya,Michael Smith,Kariobangi Sharks,goalkeeper,67,-45
Ireland,Todd Bishop,Shamrock Rovers,midfielder,56,25
Czech Republic,Breanna Sloan,Jablonec,defender,70,45
Tajikistan,Curtis Sutton,Istiklol,forward,66,44
Angola,Vanessa Becker,Primeiro de Agosto,defender,70,41
Cyprus,Jaime Meyer,AEK Larnaca,defender,70,31
Trinidad and Tobago,Matthew Cooper,La Horquetta Rangers,defender,39,21
Eswatini,Duane Perez,Green Mamba,goalkeeper,54,-63
Myanmar,John Miller,Rakhine United,midfielder,64,55
Estonia,Cheryl Mendez,Tammeka Tartu,forward,72,83
Eswatini,Amber Jones,Young Buffaloes,defender,60,61
Peru,Nichole Williams,Melgar,defender,74,60
Chile,Holly Taylor,Cobresal,forward,64,78
Argentina,Nancy Wilson,Racing Club,forward,76,47
Mauritius,Lauren Garcia,Bolton City,forward,63,1
Cape Verde,William Avila,CS Mindelense,midfielder,70,30
Israel,Kyle Wilson,Bnei Sakhnin,forward,52,45
Armenia,Amanda Vazquez,Ararat-Armenia,midfielder,77,44
Vanuatu,Shannon Gonzalez,Mauwia,forward,65,68
Korea (South),Luis Mccoy,Suwon Bluewings,midfielder,59,48
Indonesia,Pamela Jackson,Persib Bandung,forward,70,68
Hungary,Allison Willis,Fehervar,defender,50,47
Nauru,Austin Thomas,Anetan,forward,59,70
Denmark,Randall Gonzalez,Randers,midfielder,56,25
Mozambique,Tiffany Henderson,Vilankulo,defender,46,47
Equatorial Guinea,Amy Delgado,Atletico Semu,forward,60,30
Mauritius,Eduardo Bell,Petite Riviere Noire,forward,47,83
Hungary,Sarah Villa,Debrecen,goalkeeper,43,-63
Libya,Katherine Barrett,Al Tahaddy,forward,69,53
Timor-Leste,Tiffany Ross DVM,DIT FC,defender,60,1
Sierra Leone,Benjamin Myers,Old Edwardians,defender,46,79
Lesotho,Crystal Conner,LDF,goalkeeper,54,-65
San Marino,Pamela Bowman,Tre Fiori,forward,82,31
North Macedonia,Paul Little,Vardar,goalkeeper,59,-40
Dominican Republic,Joseph Powers,Cibao FC,goalkeeper,69,-23
Saudi Arabia,Daniel Williams,Al Shabab,midfielder,47,52
Chad,Wayne Norton,Gazelle FC,forward,48,13
Greece,Nicole Bates,PAOK,forward,64,36
Saint Lucia,Victor Stafford,VSADC,forward,65,49
Paraguay,Wendy Melton,Nacional,goalkeeper,44,-64
El Salvador,David Kelly,Santa Tecla,goalkeeper,48,-47
Marshall Islands,Rachel Bell,Utrik FC,defender,41,44
Panama,James Johnson,Atletico Chiriqui,defender,57,42
Lebanon,Adam White,Al Ahed,defender,53,47
Gabon,Sheri Young,Sogea FC,forward,53,107
Seychelles,Taylor Crawford,Northern Dynamo,defender,60,31
Djibouti,Jason Williams,AS Ali Sabieh,defender,67,29
Mongolia,Dylan Moran,Khangui,defender,73,74
Bhutan,Jamie Thomas,Transport United,defender,67,15
Senegal,Emily Wilson,Diambars,midfielder,66,65
Papua New Guinea,Paul Mccoy,Morobe Wawens,defender,59,47
Grenada,Pamela Duffy,Fontenoy United,defender,67,61
Tajikistan,Brandon Mckinney,Fayzkand,forward,60,3
Djibouti,William Marquez,AS Ali Sabieh,goalkeeper,71,-56
Kiribati,Diane Schwartz,Kuria,midfielder,67,16
Senegal,Julia Hill,Generation Foot,midfielder,41,51
Peru,Kenneth Perez,Sport Huancayo,forward,57,27
Trinidad and Tobago,Darren Davies,La Horquetta Rangers,midfielder,62,29
Cuba,David Wilson,FC La Habana,defender,59,64
Indonesia,Sarah Macdonald,PSM Makassar,goalkeeper,75,-57
Equatorial Guinea,Christine Jones,Leones Vegetarianos,forward,63,43
Guatemala,Mary Marshall DDS,Antigua GFC,goalkeeper,51,-110
Timor-Leste,Brian Glenn,DIT FC,midfielder,29,9
India,Heidi Martin,Kerala Blasters,goalkeeper,82,-50
Ghana,Maria Allen,Ashanti Gold,defender,66,36
New Zealand,Jesus Howard,Eastern Suburbs,midfielder,60,64
Oman,Steven Baxter,Dhofar,forward,69,43
Dominican Republic,Tyler Dorsey,Jarabacoa FC,forward,61,34
Denmark,Edward Smith,Nordsjaelland,defender,84,34
Algeria,Jacqueline Jordan,CR Belouizdad,defender,54,59
Pakistan,Jennifer Mckenzie,WAPDA,forward,58,38
Albania,Amber Martinez,Skenderbeu,midfielder,70,58
Guinea,Bailey Bailey,Horoya,defender,56,56
China,Jessica Russell,Guangzhou FC,goalkeeper,76,-54
Bangladesh,Frances Harris,Sheikh Russel,defender,57,77
Equatorial Guinea,Vanessa Villa,Sony de Ela Nguema,defender,57,72
Equatorial Guinea,John Hale,Canon Sportif,midfielder,53,20
Angola,Mrs. Jacqueline Hamilton,Sagrada Esperanca,goalkeeper,53,-7
Brunei,Joseph Morris,Kasuka FC,midfielder,69,53
Yemen,Daniel Daniel,Al Yarmuk Al Rawda,midfielder,57,4
Tajikistan,Amber Taylor,Regar-TadAZ,forward,68,58
Greece,Valerie Harper,Aris,midfielder,55,67
France,Danielle Holloway,Monaco,defender,78,20
Antigua and Barbuda,Steven Miller,Parham FC,defender,70,45
Tajikistan,Michael Moore,Ravshan,midfielder,58,85
Finland,Ricky Williams,VPS,midfielder,69,47
Cape Verde,Annette Serrano,Vitoria FC,defender,60,71
Ireland,Gregory Scott,Derry City,midfielder,56,27
Lebanon,Brenda Price,Shabab Sahel,forward,75,30
Japan,Michael Diaz,Sanfrecce Hiroshima,goalkeeper,63,-18
Kenya,Derek Rhodes,Kariobangi Sharks,goalkeeper,26,-69
Saint Kitts and Nevis,Stacey Thomas,Cayon Rockets,forward,57,99
Cuba,Kathryn Adams,FC Villa Clara,midfielder,45,48
Chile,Catherine Christensen,Union Espanola,midfielder,42,73
Eritrea,Susan Robles,Denden FC,midfielder,56,44
Kazakhstan,Donna Allen,Aktobe,goalkeeper,34,-69
Sierra Leone,Max Davis,East End Lions,defender,67,15
Burundi,Yolanda Hull,Aigle Noir,goalkeeper,49,-28
Mauritania,Shane Mckee,ACS Ksar,defender,66,22
Mali,Kristin Ward,COB,defender,52,82
Guyana,Elizabeth Wallace,Buxton United,forward,78,43
Czech Republic,Kyle Turner,Bohemians 1905,defender,64,62
Slovakia,Raymond Collins,MSK Zilina,defender,51,64
Haiti,Matthew Tucker,Baltimore SC,defender,78,20
Israel,Carmen Woods,Beitar Jerusalem,goalkeeper,39,-9
Namibia,Ashley Nichols,Tura Magic,forward,60,29
Equatorial Guinea,Catherine Hernandez,Sony de Ela Nguema,defender,84,44
Portugal,Matthew Romero,Braga,goalkeeper,50,-79
Chile,Robert Rivera,Cobresal,forward,75,80
Nicaragua,Timothy Maldonado,Juventus Managua,defender,61,80
Cambodia,Alexander Gibson,Soltilo Angkor,forward,47,61
Saudi Arabia,John Payne,Al Nassr,goalkeeper,39,-37
Gabon,Linda Cross,AS Pélican,defender,54,14
United States,Brandon Schmidt,Columbus Crew,defender,49,35
Tajikistan,Victoria Sullivan,Regar-TadAZ,forward,59,40
United States,Leslie Mccarthy,Atlanta United,forward,59,63
Ukraine,Sierra Whitney,Dynamo Kyiv,defender,47,28
Rwanda,Benjamin Barnett,AS Kigali,defender,51,94
Kenya,Ryan Gregory,Tusker,midfielder,51,19
Angola,Mario Cole,Recreativo do Libolo,goalkeeper,69,-16
Luxembourg,Christopher Johnson,Fola Esch,goalkeeper,41,-62
Belgium,James Nelson,Genk,goalkeeper,56,-50
Papua New Guinea,Allison Douglas,Hekari United,defender,77,67
Cyprus,Laura Daniels,Pafos FC,midfielder,60,57
Botswana,Jill Cardenas,Township Rollers,forward,65,49
Korea (North),Richard Smith,Amrokgang,goalkeeper,48,-47
Venezuela,Kyle Gibson,Monagas,goalkeeper,64,-53
Iran,Ashley Gibbs,Esteghlal,goalkeeper,52,-62
South Africa,Richard Sutton,Cape Town City,goalkeeper,67,-101
Colombia,David Reed,Santa Fe,goalkeeper,41,-90
El Salvador,Megan Espinoza,Chalatenango,forward,51,40
Botswana,Kathleen Taylor,Mochudi Centre Chiefs,goalkeeper,37,-47
Iraq,William Johnson,Al Najaf,defender,50,65
Libya,Melanie Esparza,Al Akhdar,goalkeeper,47,-91
Solomon Islands,Kyle Nelson,Kossa,goalkeeper,51,-76
Norway,Tammy Atkinson,Bodo/Glimt,goalkeeper,70,-48
Solomon Islands,Michelle Evans,Central Coast,goalkeeper,55,-67
Moldova,Megan Stevenson,Dacia-Buiucani,forward,58,37
Papua New Guinea,Amanda Rodriguez,Toti City,midfielder,66,98
Norway,Rebecca Gross,Rosenborg,forward,68,50
Grenada,Rodney Dominguez,Chantimelle FC,defender,39,66
Dominica,Daniel Romero,Exodus FC,midfielder,46,68
Italy,Matthew Osborn,AC Milan,forward,57,55
Estonia,Robert Lewis,Narva Trans,defender,62,22
United Kingdom,Timothy Juarez,Leicester,forward,78,12
Egypt,Justin Conley,Ismaily,defender,69,62
Bangladesh,Thomas Maxwell,Bashundhara Kings,forward,51,98
Cape Verde,Misty Durham,Academica do Sal,defender,73,34
Zimbabwe,Rebecca Armstrong,FC Platinum,defender,57,61
Ukraine,Julie Curtis,Dynamo Kyiv,goalkeeper,63,-44
Morocco,Daniel Miller,Hassania Agadir,midfielder,55,78
Ecuador,Michael Gaines,Delfin,goalkeeper,65,-68
Cameroon,Amy Jones,Avion Academy,forward,45,39
Greece,Jared Kerr,AEK Athens,goalkeeper,65,-50
Ukraine,Christine Davis,Shakhtar Donetsk,midfielder,60,45
Albania,Jessica Lee,KF Tirana,goalkeeper,74,-31
Liberia,Renee Lane,LISCR,midfielder,58,38
Estonia,Robert Potter,Nomme Kalju,midfielder,49,38
Niger,Jennifer Miller,USGN,defender,47,7
Nauru,Jodi Gillespie,Boe,midfielder,75,44
Belarus,Gary Brock,Dinamo Minsk,forward,58,78
Luxembourg,Ryan Knox,Fola Esch,defender,57,61
Russia,Tracy Dudley,Rostov,defender,51,96
Suriname,Tina Torres,Walking Boyz Company,defender,64,29
Kenya,Ashley Duncan,Bandari,midfielder,82,57
Tonga,Christopher Carpenter,Navutoka,midfielder,60,56
Dominican Republic,Justin Parker,Barcelona Atletico,defender,56,1
Zimbabwe,Monica Brady,CAPS United,defender,61,60
Syria,Michael Schwartz,Tishreen,defender,68,18
Eswatini,Jennifer Novak,Young Buffaloes,midfielder,43,55
Cape Verde,Sarah Walton,Derby FC,midfielder,73,44
Malta,Katherine Hicks,Sliema Wanderers,goalkeeper,55,-68
Cyprus,Chad Velez,APOEL,forward,74,48
Maldives,Jeffrey Powell,Valencia,defender,65,50
Switzerland,Spencer Lee,Lugano,forward,66,50
Chile,Shane Simmons,Cobresal,goalkeeper,63,-109
Algeria,Wesley Hayden,CS Constantine,forward,74,68
Seychelles,Brenda Drake,Light Stars,defender,54,68
Dominica,James Lewis,Harlem United,defender,49,38
Romania,Lisa Murphy,Farul Constanta,defender,76,39
Liberia,Alexa Ingram,Monrovia Club Breweries,forward,67,100
Niger,Kristopher Michael,Olympic Niamey,goalkeeper,47,-29
Brunei,Donald Roberts,DPMM FC,goalkeeper,55,-41
Luxembourg,Emily Wright,Fola Esch,forward,33,48
France,Brandon Bennett,Lille,goalkeeper,79,-44
Djibouti,Robert Martin,CF Garde Republicaine,goalkeeper,60,-1
Chile,Dwayne Martin,Universidad Catolica,forward,56,102
Spain,Gabriel Melendez,Villarreal,midfielder,73,18
Poland,Nicholas Frazier,Pogon Szczecin,midfielder,59,22
Lithuania,Corey Bryant,Dziugas,midfielder,41,59
Monaco,Rebecca Morris,La Condamine,goalkeeper,58,-25
Kyrgyzstan,Christopher Gutierrez,Kara-Balta,goalkeeper,53,-60
Korea (South),Samantha Hopkins,Suwon Bluewings,defender,66,57
Trinidad and Tobago,Lisa Peterson,La Horquetta Rangers,midfielder,62,26
Turkey,Michael Gibson,Trabzonspor,defender,70,70
Chile,Mary Sims,Cobresal,defender,52,1
Eritrea,Laura Perry,Asmara Brewery,goalkeeper,56,-34
Luxembourg,Derrick Chan,Fola Esch,midfielder,54,52
Georgia,Jeremy Meyer,Dinamo Tbilisi,goalkeeper,67,-65
Cuba,Ashley Stewart,FC Pinar del Rio,goalkeeper,78,-116
United Kingdom,Tracy King,Manchester City,goalkeeper,52,-51
Mauritania,Brooke Mullins,Nouakchott Kings,goalkeeper,58,-42
Cape Verde,Nathaniel Lin,Derby FC,defender,54,27
Saudi Arabia,Alicia Miller,Al Taawoun,goalkeeper,58,-27
Canada,Steven Torres,Vancouver Whitecaps,forward,72,73
Kenya,James Morris,Kariobangi Sharks,forward,66,79
South Africa,Deanna Jackson,Cape Town City,goalkeeper,66,-15
Eritrea,Richard Weaver,Adulis Club,midfielder,45,11
Kiribati,Valerie Frazier,Makin,defender,49,82
Venezuela,Christine Conner,Monagas,forward,75,1
Lesotho,Jeffrey Walker,Lioli,midfielder,66,40
Guinea,Jessica Mccoy,AS Kaloum,midfielder,57,51
Seychelles,Rhonda Edwards,St Michel United,midfielder,74,73
Cameroon,David Atkins,APEJES Academy,goalkeeper,56,-74
Jamaica,Jonathan Bailey,Cavalier,midfielder,72,37
Cambodia,Michelle Wright,Visakha,midfielder,69,84
India,Brian Carr,Jamshedpur FC,midfielder,69,36
Azerbaijan,Isaac Mason,Sumgayit,midfielder,46,77
Zimbabwe,Evelyn White,CAPS United,midfielder,42,43
Russia,Kevin Martin,Lokomotiv Moscow,forward,66,28
Suriname,Brett Garcia,Robinhood,goalkeeper,64,-81
Suriname,Sarah Mcdaniel,Inter Moengotapoe,midfielder,68,49
Romania,Dr. Sarah Ortiz MD,Rapid Bucuresti,forward,40,34
Honduras,Jessica Gonzalez,Real España,goalkeeper,62,-74
Paraguay,Molly Black,Libertad,defender,49,52
Guyana,Edward Smith,Fruta Conquerors,midfielder,63,63
Guyana,Amber Moss,Slingerz FC,midfielder,44,31
Iceland,Michael Smith,FH,defender,82,43
Central African Republic,John Arroyo,Faucon Flambeau,midfielder,60,15
Uzbekistan,Gerald Franco,AGMK,defender,56,43
Togo,James Brown,Semassi,forward,35,38
Kenya,Raven Johnson,Kariobangi Sharks,goalkeeper,81,-2
Denmark,Veronica Thornton,Randers,goalkeeper,63,-54
Norway,Tricia Schmidt,Molde,midfielder,69,79
Algeria,Derek Patterson,CS Constantine,goalkeeper,66,-9
Dominican Republic,Brian Sanchez,Atletico Vega Real,defender,45,82
Albania,Daniel Harris MD,Dinamo Tirana,defender,62,37
Sudan,Stacy Barber,Al Khartoum,defender,60,20
Peru,Ruben Reid,UTC Cajamarca,forward,47,64
Kuwait,Carolyn Kelly,Kazma,goalkeeper,48,-26
Syria,David Harvey,Al Wahda,midfielder,60,41
Congo,Kristen Weaver,Vita Club Mokanda,midfielder,53,56
United Kingdom,Chelsea Allen,Leicester,midfielder,76,71
Kuwait,Rachael Reed,Al Qadsia,defender,48,85
Australia,Corey Beck,Perth Glory,midfielder,48,25
Grenada,Antonio Lopez,Paradise FC International,goalkeeper,44,-54
Niger,Patricia Bailey,Sahel SC,forward,70,20
