Country,Name,Club,Position,Games,Goals
Lithuania,Chad Christensen,Riteriai,defender,61,43
Belgium,Amy Ortiz,Standard Liege,midfielder,44,42
Paraguay,Samantha Coleman,Libertad,goalkeeper,54,-36
Croatia,Jacob Moore,Gorica,midfielder,63,53
Mexico,Brandon Morales,America,midfielder,47,93
Italy,Melvin Lane,AC Milan,forward,56,51
Poland,Jason Griffin,Rakow Czestochowa,defender,51,47
Italy,Melissa King,Lazio,forward,61,63
Finland,Sarah Eaton,VPS,midfielder,54,75
Kiribati,Linda Vazquez,Betio,goalkeeper,66,-83
Slovakia,Eric Newman,Zemplin Michalovce,goalkeeper,76,-62
Netherlands,Sharon Walton,Vitesse,forward,61,32
Brazil,Peter Beck,Santos,defender,48,1
Cyprus,Ryan Mercado,Apollon Limassol,goalkeeper,54,-74
Croatia,John Grant,Osijek,midfielder,51,52
Qatar,Steven Chambers,Qatar SC,goalkeeper,64,-43
Guinea-Bissau,Christopher Gray,Sporting Bissau,goalkeeper,71,-56
Bolivia,Rose Conrad,Bolivar,forward,60,1
Mauritania,Sandra Chaney,Nouadhibou,goalkeeper,66,-54
Bulgaria,Robert Harper,Cherno More,defender,61,48
Kyrgyzstan,Kylie Ortiz,Alga Bishkek,forward,91,82
Tuvalu,Mr. Paul Jackson,Lakena United,midfielder,59,53
Tunisia,Leslie Jackson,Club Africain,midfielder,63,24
Japan,Roy Miller,Kawasaki Frontale,goalkeeper,70,-17
Georgia,Kristin Perry,Samgurali,forward,57,104
Montenegro,Sarah Perez,Buducnost,defender,68,35
Maldives,Rebecca Sims,Green Streets,goalkeeper,55,-57
Kenya,Stacey Chavez,Sofapaka,forward,47,60
Germany,Amanda Banks,Borussia Monchengladbach,midfielder,72,49
Zambia,Sara Greene,Green Eagles,midfielder,42,38
Sao Tome and Principe,Taylor Reed,UDRA,midfielder,62,48
Marshall Islands,Vickie Williams,Kwajalein FC,midfielder,47,56
Denmark,Sandra Flores,Midtjylland,goalkeeper,52,-66
Niger,Preston Baker,Douanes,defender,56,69
Gambia,Sharon Warner,Brikama United,goalkeeper,61,-53
Marshall Islands,Kyle Martin,Majuro FC,defender,66,65
Netherlands,Shane Shields,AZ Alkmaar,goalkeeper,69,-54
Switzerland,Melinda Lee,Basel,forward,60,75
Kiribati,Paul Hawkins,Bairiki,goalkeeper,58,-19
Cape Verde,Paul Atkinson,Fogo 1876,defender,53,57
Romania,Katherine Hickman,Sepsi,midfielder,59,45
Myanmar,Taylor Taylor,Shan United,defender,55,66
Norway,Christina Neal,Brann,forward,58,48
Sao Tome and Principe,Jason Dean,6 de Setembro,forward,63,34
Norway,Ethan Perry,Brann,defender,106,20
Bahamas,Marie Richards,Nassau United,midfielder,61,74
Mexico,Mrs. Emily Henry,Pumas UNAM,defender,36,101
Liberia,Jessica Walters,Nimba United,goalkeeper,46,-39
Lesotho,Matthew Reed,Lioli,goalkeeper,74,-79
Italy,Alexander Ramirez,AC Milan,midfielder,24,42
Malaysia,Joseph Sanders,Kedah,midfielder,69,70
Iraq,Ashley Griffith,Al Najaf,forward,75,59
Marshall Islands,Michael Schroeder,Utrik FC,midfielder,59,41
Hungary,Matthew Garcia,Ferencvaros,goalkeeper,48,-29
Cameroon,Jeffrey Thomas,Bamboutos,midfielder,62,27
Andorra,Pamela Jordan,FC Ordino,defender,75,42
United Kingdom,Barbara Moreno,Liverpool,goalkeeper,64,-55
South Africa,Debra Davis,Stellenbosch,midfielder,45,24
Suriname,Heather Williams,SNL,goalkeeper,58,-35
Congo,Jared Horn,Etoile du Congo,goalkeeper,46,-60
United States,Erica Howell,LAFC,goalkeeper,39,-43
Samoa,Veronica Harris,Kiwi FC,midfielder,57,56
Morocco,Cory Castaneda,FUS Rabat,forward,60,5
Poland,Joann White,Legia Warsaw,midfielder,59,82
Central African Republic,Taylor Morse,Diamant,defender,57,41
Angola,Michael Serrano,Interclube,midfielder,67,79
Kazakhstan,Rachel Lawrence,Aktobe,defender,49,20
Monaco,Joshua Harrison,La Condamine,defender,60,28
Czech Republic,Dr. Herbert Collier,Jablonec,goalkeeper,56,-103
Jordan,Tiffany Hebert,Al Jazeera,defender,59,82
Thailand,Donna Payne,Nakhon Ratchasima,midfielder,77,26
Cyprus,Benjamin Kim,APOEL,forward,64,109
Uganda,Donald Wilson,URA,midfielder,48,29
Vietnam,Thomas Cox,Binh Duong,goalkeeper,81,-81
Norway,David Miller,Viking,midfielder,59,63
Vietnam,Zachary Kerr,Nam Dinh,goalkeeper,34,-40
Portugal,Kim Walton,Famalicao,forward,71,27
Kuwait,Kimberly Evans,Al Salmiya,goalkeeper,63,-39
Kyrgyzstan,Jessica Garcia,Dordoi Bishkek,defender,46,94
Turkey,Dawn Nelson,Fenerbahce,forward,66,22
Iran,Charles Pearson,Sepahan,defender,50,25
Central African Republic,Jordan Thomas,Diamant,forward,55,55
Slovakia,Sherri Robinson,MSK Zilina,defender,62,4
Qatar,Wendy Hill,Al Duhail,defender,64,15
Seychelles,Alan Miller,La Passe,midfielder,51,48
Ireland,Susan Brown,Dundalk,midfielder,89,57
Zambia,Felicia Hawkins,Red Arrows,defender,56,25
Somalia,Shannon Mann,Midnimo,defender,70,68
Bulgaria,Kevin Garcia,Lokomotiv Plovdiv,forward,65,32
Iceland,Brady Morales,FH,defender,46,68
United States,Catherine Fuentes,Atlanta United,defender,61,15
Albania,Jermaine Stewart,Dinamo Tirana,defender,71,89
Barbados,James Cabrera,Ellerton FC,forward,60,66
Finland,Heather Potts,Inter Turku,midfielder,56,48
Cambodia,Richard Taylor,Soltilo Angkor,forward,67,16
Bahrain,Corey Lee,Al-Riffa,forward,62,87
Saint Lucia,Ashley Graves,Anse La Raye,forward,75,38
Iran,Jennifer Wilson,Foolad,goalkeeper,86,-46
Ethiopia,Nicholas Flores,Wolaitta Dicha,midfielder,73,58
Estonia,Christopher Fisher,Flora Tallinn,midfielder,49,38
Argentina,Raymond Norris,Boca Juniors,midfielder,67,60
Peru,Glenn Newton,Universitario,forward,47,43
Georgia,Michael Baker,Dinamo Batumi,defender,59,47
Botswana,James Nguyen,Township Rollers,midfielder,46,70
Switzerland,Walter Taylor,Zurich,midfielder,55,24
Ghana,Katherine Watson,Bechem United,midfielder,60,84
Libya,Dr. Rebecca Harper,Al Hilal,goalkeeper,74,-37
Timor-Leste,Faith Brown,Pontak,forward,52,77
Czech Republic,Clayton Ortiz,Slavia Prague,goalkeeper,74,-70
Togo,Christopher Hill,AS Togo-Port,defender,67,45
Zimbabwe,Jennifer Hansen,Manica Diamonds,forward,66,70
Poland,James Cox,Wisla Krakow,midfielder,64,61
Jordan,Jeffrey Brady,Al Faisaly,goalkeeper,61,-78
Brunei,Lisa Williams,DPMM FC,forward,54,84
El Salvador,Kathleen Dean MD,FAS,goalkeeper,78,-21
Colombia,Derrick Dominguez,Millonarios,midfielder,66,17
Monaco,Catherine Patel,Monaco II,goalkeeper,69,-45
United Kingdom,William Jones,Chelsea,defender,58,49
Iraq,Dr. Anthony Kennedy,Al Talaba,goalkeeper,50,-78
Gambia,Joe Garcia,Hawks,defender,51,36
Moldova,James Wilkerson,Sheriff Tiraspol,goalkeeper,67,-58
Costa Rica,Matthew Bates IV,Deportivo Saprissa,midfielder,52,30
Malawi,Lindsay Hayden,Blue Eagles,forward,38,42
Serbia,Chelsea Madden,Partizan,midfielder,42,39
South Sudan,Juan Parker,Malakia,forward,52,55
Rwanda,Matthew Jacobs,Gasogi United,defender,71,56
Tuvalu,Derek Davis,Manu Laeva,defender,68,65
Singapore,Denise Willis,Lion City Sailors,goalkeeper,74,-60
Russia,Robert Bullock,CSKA Moscow,midfielder,59,90
Finland,Dennis Brown,Honka,defender,66,22
Liberia,Kristin Snow,Nimba United,forward,66,31
Morocco,Kathryn Lee,Wydad Casablanca,defender,48,52
Antigua and Barbuda,Bruce Vaughan,Liberta FC,goalkeeper,44,-34
Guinea,David Grant,Wakriya,midfielder,71,5
Latvia,Daniel Lambert,Ventspils,defender,52,74
Sao Tome and Principe,Ashley Scott,Sporting Praia Cruz,defender,58,30
Venezuela,Dustin Carter,Portuguesa,midfielder,60,8
Yemen,Penny Brennan,Al Wahda Aden,forward,54,34
Lebanon,Erica Johnson,Tripoli,defender,88,50
Israel,Meghan Johnson,Maccabi Haifa,goalkeeper,48,-48
France,Michael Torres,Paris Saint-Germain,midfielder,64,48
Belarus,Michael Castillo,Slutsk,defender,52,72
Vietnam,Nicolas Mejia,Thanh Hoa,midfielder,57,53
China,Joseph Howard,Guangzhou FC,midfielder,78,91
Papua New Guinea,Michelle Fernandez,Morobe Wawens,midfielder,51,20
Ukraine,Nancy Garza,Shakhtar Donetsk,forward,60,65
Saint Lucia,Meghan Torres,VSADC,defender,68,10
Kazakhstan,Tracy Smith,Ordabasy,goalkeeper,43,-55
El Salvador,Eric Wise,Alianza,goalkeeper,67,-25
Mongolia,Dr. Andrew Wells,Deren,goalkeeper,65,-6
Bangladesh,Stacy Ritter,Saif SC,defender,74,75
Angola,Matthew Dunlap,Interclube,forward,46,33
Moldova,Joann Hill,Sheriff Tiraspol,goalkeeper,68,-80
San Marino,Whitney Nguyen,La Fiorita,defender,47,1
Italy,Stanley Harding DDS,AC Milan,defender,57,72
Namibia,Sonya Collins,Black Africa,forward,44,1
El Salvador,Harold Chang,Platense,goalkeeper,52,-71
Dominica,Andrea Contreras,Bath Estate,midfielder,78,74
El Salvador,Robert Krueger,FAS,forward,63,36
Saudi Arabia,Mr. Curtis Clarke,Al Shabab,defender,39,33
Malaysia,Lee Becker,Sabah,midfielder,58,61
Tuvalu,Joe Mills,Tofaga,midfielder,61,57
Vanuatu,Scott Campbell,Ifira Black Bird,goalkeeper,56,-24
Guinea-Bissau,Casey Jenkins,UDIB,goalkeeper,66,-20
Bhutan,Dr. Jennifer Jimenez,High Quality FC,forward,53,49
Togo,Victor Chandler,AS Togo-Port,defender,58,53
South Sudan,Andrew Perez,Al Salam Wau,forward,54,72
Chile,Heather Smith,Cobresal,goalkeeper,66,-19
Mauritius,John Ashley,Quatre Bornes,goalkeeper,68,-43
Cameroon,Jasmine Kennedy,Bamboutos,goalkeeper,58,-60
Switzerland,Brian Nguyen,Zurich,midfielder,45,12
Czech Republic,Laura Cummings,Slovan Liberec,midfielder,44,31
Kyrgyzstan,Nicole Martinez,Alga Bishkek,defender,61,64
Maldives,Toni Gibbs,TC Sports,defender,58,22
Central African Republic,Christopher Scott,ASDR,goalkeeper,58,-72
Korea (North),Allison Dougherty,Pyongyang City,forward,57,70
Montenegro,Thomas Mcmillan,Rudar,goalkeeper,81,-74
Fiji,Alexander Boyd,Ba FC,forward,43,60
Algeria,Melissa Parker,MC Oran,goalkeeper,42,-53
Guyana,Donald Williams,Victoria Kings,goalkeeper,74,-54
Syria,Billy Obrien,Al Futowa,defender,85,80
Qatar,Ms. Rhonda Green,Al Gharafa,goalkeeper,64,-82
Gabon,Christopher Calhoun,US Bitam,goalkeeper,64,-28
New Zealand,Robert Vargas,Team Wellington,goalkeeper,55,-45
Pakistan,Carol Hall,Karachi Port Trust,forward,41,56
Vietnam,Keith White,Binh Duong,midfielder,58,79
Kiribati,Andrea Valdez,Betio,defender,56,39
Cape Verde,Kristina Jensen,CS Mindelense,midfielder,68,29
Latvia,Jay Mcdowell,Spartaks Jurmala,goalkeeper,60,-42
Myanmar,Logan Ali,Shan United,defender,63,18
Bahrain,Angela Hanna,Al-Muharraq,forward,66,46
Fiji,Angela Torres,Rewa FC,goalkeeper,54,-59
Burundi,Tina Roberts,Kayanza United,midfielder,46,31
Niger,Allison Cook,Douanes,defender,55,44
North Macedonia,Matthew Gonzalez,Makedonija GP,defender,68,34
Ecuador,Melissa Matthews,Aucas,forward,60,61
Nepal,Carol Morgan,Sankata,midfielder,69,23
Ecuador,Veronica Bennett,LDU Quito,goalkeeper,81,-79
Marshall Islands,Melissa Smith,Majuro FC,goalkeeper,59,-48
Benin,Kurt Scott,JSP FC,forward,39,34
Italy,Ryan Smith,Inter Milan,defender,54,64
Sweden,Benjamin Dorsey,Hammarby,midfielder,59,13
Afghanistan,Veronica Wells,Ariana FC,goalkeeper,71,-29
Switzerland,Jonathan Smith,Servette,goalkeeper,68,-27
Ukraine,Wendy Cummings,Rukh Lviv,forward,52,33
Ecuador,David Harris,Aucas,midfielder,37,43
Uganda,John Lane,Onduparaka,goalkeeper,58,-47
Bangladesh,Jeffrey Jones,Brothers Union,midfielder,64,33
Mauritius,Elizabeth Lyons,La Cure,forward,77,7
Burundi,Jennifer Hoffman,Vital'O,forward,77,87
Mauritania,Victoria Adams,FC Tevragh Zeina,goalkeeper,53,-20
Russia,Angela Taylor,Zenit,midfielder,68,47
Mongolia,Theresa Allen,Ulaanbaatar,defender,70,86
Poland,Susan Estes,Lechia Gdansk,forward,46,70
Greece,David Wilkinson,AEK Athens,goalkeeper,37,-73
Sweden,Dean Gonzales,Hacken,midfielder,71,41
Kuwait,Robert Davis,Al Jahra,midfielder,52,50
South Africa,Stacy Anderson,AmaZulu,forward,56,64
Sri Lanka,Sharon Nichols,Renown,defender,46,11
Turkey,Scott Riley,Galatasaray,midfielder,50,75
Belarus,Michelle Martin,Neman Grodno,forward,73,41
Peru,Raymond Buckley,Melgar,forward,81,84
Haiti,Matthew Dean,Baltimore SC,goalkeeper,41,-47
Germany,Kathy Gardner,RB Leipzig,midfielder,52,67
South Africa,Jennifer Smith,Cape Town City,forward,59,15
Tajikistan,Angel Anderson,Fayzkand,midfielder,44,36
Zimbabwe,Dylan Peters,Chicken Inn,forward,64,65
Saudi Arabia,Amanda Ward,Al Ittihad,forward,77,37
Bolivia,Nathan Black,Nacional Potosi,defender,44,78
Mali,Ashley Martin,US Bougouni,defender,55,86
Bahrain,Terrance Moore,Al-Ahli,forward,44,42
Trinidad and Tobago,Tina Malone,Point Fortin Civic,goalkeeper,58,-66
Suriname,Dr. Sharon Lewis,Notch,goalkeeper,46,-41
Grenada,Bailey Gordon,Fontenoy United,defender,64,51
Uganda,Dana Bell,URA,midfielder,37,45
Myanmar,Haley Lewis,Rakhine United,midfielder,58,29
Burundi,Shelly Smith,Kayanza United,defender,73,54
New Zealand,Donna Bell,Waitakere United,forward,51,24
United Arab Emirates,James Cohen,Al Wasl,forward,60,31
Suriname,Michael Fry,Robinhood,midfielder,58,47
Australia,Kayla Miller,Melbourne Victory,midfielder,80,30
Philippines,Anthony Gonzales,Dynamic Herb Cebu,forward,52,58
Lebanon,Amy Huff,Bourj,defender,57,59
Morocco,Kayla Phillips,Hassania Agadir,midfielder,78,53
Philippines,Michael Stevenson,ADT,forward,77,1
China,Catherine Hernandez,Shanghai Port,midfielder,65,38
Poland,Antonio Adams,Rakow Czestochowa,midfielder,58,81
Hungary,Christopher Holland,Kisvarda,midfielder,66,85
Australia,Jacqueline Moran,Western Sydney,midfielder,62,60
Niger,Carol Boyd,Dan Kassawa,defender,35,32
Peru,Robert Hudson,Sporting Cristal,goalkeeper,48,-82
Barbados,Brent Garcia,Silver Sands,defender,69,76
Dominican Republic,Cole Hart,Cibao FC,goalkeeper,55,-62
Turkmenistan,Justin Bradley,Shagadam,defender,46,42
Romania,Mary Perez,Sepsi,forward,65,83
Uganda,Emily Gray,SC Villa,defender,49,71
Slovakia,Jessica Alvarez,Trencin,goalkeeper,47,-69
Liechtenstein,Jacob Ferrell,Triesenberg,forward,59,40
Benin,Carl Simmons,Requins de l'Atlantique,midfielder,66,58
Monaco,Victor Lindsey,Roca Team,midfielder,63,27
South Africa,Robert Shaw,Cape Town City,goalkeeper,65,-40
Uzbekistan,Luis Dean,Nasaf,defender,49,44
Venezuela,Shannon Glenn,Zamora,defender,47,32
Djibouti,Brandon Maxwell,Equipe Nationale,defender,69,85
Norway,Robert Atkins,Brann,forward,45,64
Costa Rica,Louis Hensley,San Carlos,goalkeeper,71,-53
Ghana,Elizabeth Ramirez,Ashanti Gold,goalkeeper,74,-22
Trinidad and Tobago,Kimberly Morris MD,Police FC,goalkeeper,62,-52
Guatemala,Laura Carson,Santa Lucia,goalkeeper,44,-64
Rwanda,Scott Johnson,Gasogi United,forward,48,39
Costa Rica,Jason Fitzpatrick,Deportivo Saprissa,midfielder,56,16
Afghanistan,Hannah Hoover,Simorgh Alborz,defender,59,1
Mauritius,Kelsey Anderson,Pamplemousses,goalkeeper,56,-47
El Salvador,Joseph Quinn,FAS,goalkeeper,56,-31
Tajikistan,Karen Cole,Khatlon,defender,60,86
Chile,Christina Fox,Colo-Colo,goalkeeper,65,-4
Haiti,Alexis Yu,Racing Club Haitien,goalkeeper,64,-58
Russia,Joshua Landry,Zenit,defender,52,33
South Africa,Judith Holland,SuperSport United,midfielder,60,34
Brunei,William Dickerson,MS ABDB,midfielder,71,38
Cuba,Caroline Blair,FC Cienfuegos,forward,71,64
Finland,James Green,KuPS,midfielder,50,46
Tajikistan,Gregory Bailey,Regar-TadAZ,forward,62,48
Afghanistan,Jason Williams,Ariana FC,goalkeeper,42,-37
Gambia,Heather Allison,Wallidan,defender,60,27
Switzerland,James Valdez,Basel,goalkeeper,48,-57
Sweden,Joseph Coleman,Hammarby,defender,59,75
Georgia,Ronald Bond,Dinamo Batumi,midfielder,54,42
Marshall Islands,Donald Moore,Utrik FC,defender,68,9
Poland,Jessica Willis,Pogon Szczecin,defender,39,69
Timor-Leste,Maria Rojas,DIT FC,forward,73,95
Saudi Arabia,Nicholas Eaton,Al Taawoun,defender,43,69
Cape Verde,Jennifer Rios,Academica do Sal,midfielder,47,33
Slovenia,Jeremy Ward,Gorica,midfielder,56,31
Trinidad and Tobago,Renee Sutton,Club Sando,goalkeeper,59,-38
France,Joseph Quinn,Marseille,forward,66,62
Nicaragua,Dale Yang,Juventus Managua,midfielder,51,45
Croatia,Pamela Hensley,Slaven Belupo,midfielder,55,37
Yemen,Paul Tyler,Al Tadamon,defender,53,97
Seychelles,Renee Palmer,Northern Dynamo,goalkeeper,70,-93
Saint Vincent and the Grenadines,Larry Lamb,System 3,goalkeeper,48,-77
Ghana,Matthew Chavez,Aduana Stars,midfielder,52,85
Mozambique,Patrick Williams,Vilankulo,goalkeeper,79,-1
Vietnam,Michael Smith,Song Lam Nghe An,forward,47,41
Belarus,Stephanie Kelley,Dinamo Minsk,midfielder,71,34
Ecuador,Tammy Villanueva,Universidad Catolica,forward,45,79
Mexico,Andrea Carter,America,goalkeeper,66,-56
Mauritania,Kyle Villa,Kaedi,goalkeeper,48,-57
Norway,John Rice,Rosenborg,defender,65,7
Netherlands,Ethan Larson,Feyenoord,goalkeeper,63,-19
Slovenia,James Hubbard,Koper,forward,75,90
Ireland,Larry Peck,Dundalk,goalkeeper,51,-45
Somalia,Sean Richards,Banadir,forward,51,43
Georgia,Paul Wright,Samgurali,midfielder,74,81
Guatemala,Amanda Clark,Xelaju,forward,53,45
Mozambique,Cassandra Velasquez,Ferroviario Nampula,midfielder,50,51
Brazil,John Perez,Sao Paulo,forward,31,59
Montenegro,Denise Jackson,Decic,forward,52,87
Vietnam,Angela Mills,Hanoi FC,defender,61,44
Belarus,Kenneth Perez,Slutsk,defender,60,45
North Macedonia,Stacie Chapman,Makedonija GP,forward,71,81
Maldives,Edward Hendrix,Maziya,forward,58,31
Pakistan,Christopher Williams,Pakistan Army,goalkeeper,43,-1
Germany,Richard Blankenship,Borussia Dortmund,midfielder,42,46
Croatia,Marcus Henderson,Osijek,midfielder,53,16
Sri Lanka,Megan Thompson,Colombo FC,forward,67,12
Gambia,Kristen Holmes,Fortune FC,defender,62,44
Kenya,Kathleen Davis,Kariobangi Sharks,defender,53,39
Georgia,James Neal,Torpedo Kutaisi,midfielder,52,31
Moldova,Catherine Richard,Dinamo-Auto,forward,62,77
Indonesia,Lisa House,Madura United,forward,70,68
Portugal,Stephanie Bolton,Porto,midfielder,80,77
Costa Rica,James Wilson,Cartagines,midfielder,74,47
Brunei,Julie Lawson,Lun Bawang,midfielder,60,29
Tunisia,Heather Stevens,Club Africain,goalkeeper,69,-63
Iran,Matthew Bullock,Mes Rafsanjan,midfielder,63,66
Algeria,Jeffrey Richardson,MC Oran,defender,72,49
Sudan,Rodney Allison,Al Amal Atbara,forward,62,40
Dominican Republic,Brittney Byrd,Delfines del Este,midfielder,64,33
Saint Vincent and the Grenadines,James Howell,Layou,goalkeeper,63,-53
Cuba,Whitney James,FC Guantanamo,defender,73,36
Guyana,Brenda Williams,Slingerz FC,midfielder,47,48
Portugal,Sarah Stone,Famalicao,forward,56,33
San Marino,Sarah Martin,Murata,goalkeeper,55,-102
Central African Republic,Teresa Brown,Anges de Fatima,goalkeeper,56,-8
Bahamas,Doris Garcia,Freeport FC,goalkeeper,41,-65
Kenya,Margaret Rivera,Kariobangi Sharks,midfielder,65,81
Liechtenstein,Courtney Mendez,Ruggell,forward,61,54
Portugal,Hayden Weiss,Vitoria Guimaraes,goalkeeper,54,-45
Togo,Joseph Stephenson,Kotoko,forward,72,28
Cyprus,Kevin Jackson,Omonia,defender,39,22
Lesotho,Caleb Forbes,LMPS,goalkeeper,80,-74
Honduras,Tanner Thompson,Platense,midfielder,63,81
Kuwait,Keith Thomas,Al Qadsia,goalkeeper,71,-18
Venezuela,Mark Brown,Deportivo Tachira,forward,70,6
Rwanda,Lisa Green,Mukura,midfielder,66,62
Monaco,Jacob Klein,Roca Team,forward,58,39
United States,Miguel Campbell,Atlanta United,midfielder,51,33
Kyrgyzstan,Megan Rogers,Abdysh-Ata,midfielder,71,30
South Sudan,Marcus Anderson,Atlabara,midfielder,85,51
Romania,Adrian Maldonado,Universitatea Craiova,defender,65,74
Moldova,Alexis Horn,Zimbru,defender,50,57
Venezuela,Gina Velazquez,Metropolitanos,goalkeeper,55,-42
South Africa,Tammy Jordan,AmaZulu,goalkeeper,73,-93
Vanuatu,Andrew Schwartz,Shepherds United,defender,51,61
Indonesia,Nicholas Allen,Persib Bandung,goalkeeper,44,-102
Belgium,Sherry Stevenson,Charleroi,defender,63,68
Mongolia,James Ortega,Khangui,midfielder,62,51
Saint Vincent and the Grenadines,Kevin Shea,Layou,midfielder,34,41
Belarus,Teresa Jones,Neman Grodno,forward,65,59
Guinea-Bissau,Lisa Mooney,Benfica Bissau,midfielder,56,65
Liechtenstein,Kelly Walton,Schaan,forward,52,67
Sweden,Margaret Brown,IFK Goteborg,defender,79,9
Central African Republic,Pamela Boyle,Diamant,midfielder,69,54
Nigeria,Michael Brown,Shooting Stars,forward,80,84
Kenya,Logan Steele,AFC Leopards,defender,53,58
Solomon Islands,Michelle Gray,Kossa,defender,54,69
Albania,Elizabeth Walters,Dinamo Tirana,goalkeeper,66,-23
Trinidad and Tobago,Christopher Burns,La Horquetta Rangers,midfielder,71,50
Sao Tome and Principe,Jonathan Cox,Trindade,defender,44,59
Thailand,Michelle Greene,Port,defender,49,29
Tajikistan,Amanda Cortez,Fayzkand,defender,64,54
Nicaragua,Stephanie Bender,Juventus Managua,midfielder,60,42
El Salvador,Stephanie Miller,Alianza,goalkeeper,66,-68
Venezuela,Robert Frazier,Monagas,midfielder,50,88
Iraq,Brittany Rogers,Al Najaf,midfielder,37,61
Equatorial Guinea,Allison Chase,Atletico Semu,midfielder,47,42
Colombia,Taylor Shaw,Atletico Nacional,midfielder,54,57
Colombia,Chad Scott,Santa Fe,defender,55,63
Hungary,Justin Garcia,Puskas Akademia,forward,58,55
Algeria,Lorraine Miller,CS Constantine,goalkeeper,55,-41
Trinidad and Tobago,Amanda Brown,W Connection,defender,47,74
Burundi,Travis Williams,Bujumbura City,forward,61,1
Angola,Annette Stephens,Interclube,midfielder,55,42
Czech Republic,Deborah Callahan,Sparta Prague,forward,53,57
Germany,Sarah Hanson,Eintracht Frankfurt,forward,66,32
Uruguay,Veronica Lyons,Nacional,goalkeeper,55,-68
Dominica,Jacqueline Blankenship,Dublanc FC,defender,73,65
Micronesia,Christina Rodriguez,Pohnpei,midfielder,54,38
Israel,Jose Hamilton,Beitar Jerusalem,forward,40,25
Eswatini,Alyssa Jennings,Mbabane Swallows,forward,63,16
Seychelles,Haley Davila,Northern Dynamo,goalkeeper,55,-95
Finland,Mark Johnson,Ilves,forward,64,26
Malawi,Erica Smith,Silver Strikers,defender,50,56
Seychelles,Ashley Riddle,Foresters,forward,66,38
Greece,Katelyn Ramirez,Aris,defender,54,41
Andorra,Christian Williams,FC Ordino,defender,50,46
Uruguay,Diana Cruz,Cerro,forward,60,45
Monaco,Brandy Shaw,Roca Team,forward,61,75
Turkmenistan,Jessica Carson,Merv,defender,37,35
Mali,Marissa Hardin,AS Bakaridjan,forward,53,64
Lebanon,Bradley Martinez,Al Ahed,midfielder,51,52
Tonga,Wanda Davidson,Navutoka,defender,44,56
Guatemala,Madison White,Comunicaciones,forward,69,116
Iraq,Donna Bullock,Al Shorta,midfielder,67,40
Tonga,Roy Warren,Tupou College,forward,62,63
New Zealand,Robert Powers,Waitakere United,midfielder,62,69
Guinea,Justin Middleton,Fello Star,goalkeeper,64,-25
Greece,Ashley Rios,Olympiacos,forward,72,103
Singapore,Jennifer Davis,Hougang United,midfielder,59,30
Samoa,Mia Turner,Vaipuna,goalkeeper,55,-59
Somalia,Suzanne Solis,Gaadiidka,midfielder,60,46
Rwanda,Scott Baldwin Jr.,Rayon Sports,defender,65,33
Fiji,Wendy Williams,Navua FC,goalkeeper,39,-72
Burkina Faso,Andrew Wilkinson,Rahimo FC,goalkeeper,51,-44
Rwanda,Jennifer Evans,Gasogi United,midfielder,68,53
Somalia,Kristin Lester,Banadir,defender,55,60
Estonia,Monica Walker,Kuressaare,forward,54,10
Tonga,Seth Morse,Veitongo,forward,54,73
Dominica,Patrick Pierce,Bath Estate,goalkeeper,75,-41
Cambodia,Donald Lewis,ISI Dangkor Senchey,midfielder,59,24
Guatemala,Melissa Salazar,Malacateco,midfielder,80,29
Burkina Faso,Michael Owens,Salitas FC,forward,59,88
Peru,Anthony Burns,Universitario,midfielder,45,89
Iraq,Crystal Moore,Al Najaf,goalkeeper,75,-69
Brunei,Anthony Campbell,DPMM FC,defender,60,75
Nepal,Dennis Haas,Jawalakhel,goalkeeper,73,-27
United Kingdom,Anthony Johnson,Chelsea,goalkeeper,72,-74
Cambodia,Paul Carlson,Kirivong Sok Sen Chey,forward,59,89
Argentina,Natalie Hale,River Plate,goalkeeper,56,-18
Myanmar,Dana Banks,Yangon United,goalkeeper,49,-39
Zimbabwe,Holly Meyers,FC Platinum,forward,75,64
Malaysia,Michael Lewis,Terengganu,forward,58,108
Bolivia,Laura Lloyd,Royal Pari,goalkeeper,56,-29
Congo,Joshua Smith,Vita Club Mokanda,midfielder,45,62
Sierra Leone,John Harvey,FC Johansen,midfielder,47,35
Guyana,Nancy Pittman,Buxton United,midfielder,54,58
Jamaica,Michelle Craig,Tivoli Gardens,defender,52,22
Lithuania,David Thompson,Suduva,defender,41,63
Suriname,Holly Montes,Transvaal,goalkeeper,56,-4
Mauritius,Carlos Williams,Bolton City,goalkeeper,53,-67
Chile,Monica Mitchell,Union Espanola,midfielder,61,37
Myanmar,Courtney Moore,Rakhine United,goalkeeper,72,-80
Azerbaijan,Tina Porter,Sabah,defender,52,47
Honduras,Nicholas Johnson,Victoria,defender,60,59
Peru,Sean Valenzuela,Alianza Lima,midfielder,56,3
Iraq,Joyce Wood,Al Quwa Al Jawiya,midfielder,62,64
Gambia,Mark Roberts,Steve Biko FC,midfielder,73,37
India,Amy Mcknight,Chennaiyin FC,forward,58,75
Yemen,Jennifer Valencia,Al Tadamon,midfielder,82,42
Iceland,Jeremiah Jefferson,KA,defender,59,45
Turkmenistan,Lindsay Perez,Altyn Asyr,goalkeeper,47,-32
Mozambique,Kayla Trujillo,Costa do Sol,goalkeeper,70,-61
Algeria,Cynthia Arellano,USM Alger,forward,58,27
Croatia,Steven Morrison,Rijeka,forward,67,75
