Country,Name,Club,Position,Games,Goals
Mozambique,Derrick Smith,Ferroviario Nampula,defender,58,41
Monaco,Leonard Mills,AS Monaco,goalkeeper,58,-33
Vanuatu,Nicole Miller,Tupuji Imere,defender,60,12
Sao Tome and Principe,James Raymond,FC Neves,forward,59,56
Tanzania,Crystal Campbell,Young Africans,midfielder,64,65
Barbados,Robert Smith,Silver Sands,forward,69,7
Venezuela,Jessica Hickman,Deportivo La Guaira,defender,63,58
Sierra Leone,Joyce Lee,Bo Rangers,midfielder,83,83
Hungary,Vickie Long,Ferencvaros,midfielder,71,54
Malaysia,Daniel Horton,Johor Darul Ta'zim,midfielder,62,1
Peru,Aaron Young,Sporting Cristal,midfielder,62,41
Sweden,Austin Brandt MD,Hammarby,midfielder,58,68
Yemen,Mason King,Al Saqr,midfielder,68,51
Congo,Joshua Lucas,AC Leopards,forward,67,46
Pakistan,Hannah Drake,Pakistan Army,forward,73,17
Senegal,Kimberly Orozco,Teungueth,defender,72,77
South Africa,Dan Valencia MD,Orlando Pirates,forward,64,56
Equatorial Guinea,Philip Holland,Estrella Roja,forward,63,52
Mongolia,Alicia Horne,Ulaanbaatar,defender,68,24
Kuwait,Samantha Miller,Al Naser,goalkeeper,58,-1
Ecuador,James Moore,Aucas,defender,60,69
Ireland,Angela Boyer,St Patrick's Athletic,midfielder,69,53
Guyana,Kevin Peterson,Fruta Conquerors,defender,67,30
Canada,Emily White,CF Montreal,goalkeeper,88,-78
Kyrgyzstan,Mrs. Samantha Wright DVM,Alay Osh,defender,57,62
United Arab Emirates,Sierra Armstrong,Al Wasl,forward,60,56
Kazakhstan,Dana Dudley,Kyzylzhar,forward,60,87
Tajikistan,Melissa Alexander,Regar-TadAZ,goalkeeper,44,-22
Azerbaijan,Donna Mcgee,Sumgayit,goalkeeper,53,-33
Mauritius,Brett Zamora,Quatre Bornes,forward,56,54
Mexico,Kimberly Patton,Leon,defender,58,50
Zambia,Tiffany Campbell,Zesco United,forward,73,62
Seychelles,Erin Cruz,Foresters,defender,67,101
Solomon Islands,David Hernandez,Solomon Warriors,midfielder,57,50
Belarus,Austin Garcia,Slutsk,forward,58,36
Lesotho,Amanda Fisher,Bantu,forward,59,43
Laos,Zachary Cook,Young Elephants,forward,55,86
Liechtenstein,Cody Harris,Vaduz,midfielder,54,63
New Zealand,Lisa Deleon,Hamilton Wanderers,forward,60,88
Bosnia and Herzegovina,Mary Cannon,Velez Mostar,forward,78,60
Argentina,Angel Clark,Estudiantes,goalkeeper,70,-40
Egypt,Lisa Anderson,Al Ahly,defender,34,33
Comoros,Kevin Griffin,Coin Nord,forward,77,52
Ghana,Brian Parker,Great Olympics,defender,72,65
Ecuador,Christina Jackson,Emelec,midfielder,57,58
Bosnia and Herzegovina,Eric Conner,Radnik Bijeljina,midfielder,65,50
Serbia,Shannon Nguyen,Red Star Belgrade,midfielder,63,64
Timor-Leste,Anita Bush,Pontak,midfielder,65,62
Eritrea,Debra Hamilton,Denden FC,goalkeeper,58,-31
Gabon,Jason Baker,AS Pélican,midfielder,72,47
Barbados,Mr. Antonio Lopez,Silver Sands,forward,54,52
Australia,Tony Fowler,Melbourne Victory,forward,66,30
Gambia,Timothy Delgado IV,Brikama United,forward,59,39
Equatorial Guinea,Annette Boyd,Leones Vegetarianos,forward,51,34
Malawi,Ashley Patterson,Nyasa Big Bullets,goalkeeper,62,-61
Estonia,Jason Raymond,Nomme Kalju,goalkeeper,51,-60
United Arab Emirates,Katherine Lambert,Al Jazira,midfielder,38,62
Costa Rica,Douglas Dawson,Herediano,defender,66,21
Sri Lanka,Brenda Palmer,Solid,forward,54,8
Tunisia,Michelle Kennedy,Club Africain,goalkeeper,28,-22
Costa Rica,Sharon Turner,Santos de Guapiles,midfielder,62,99
Georgia,Brittany Gonzales,Telavi,forward,56,64
Oman,Kelsey Wall DVM,Sohar,goalkeeper,65,-46
Argentina,Cynthia Love,Boca Juniors,defender,65,56
Norway,Michael York,Lillestrom,forward,55,35
Mongolia,Derrick Barker,Ulaanbaatar City,goalkeeper,63,-36
Luxembourg,Jasmine Roberts,F91 Dudelange,goalkeeper,40,-99
Iran,Joseph Brady,Gol Gohar,midfielder,73,12
Uruguay,Dawn Sanders,Montevideo Wanderers,defender,65,30
Colombia,Christina Alexander,Atletico Nacional,defender,59,53
Sri Lanka,Stephen West,Solid,forward,63,77
Solomon Islands,Suzanne Nunez,Central Coast,goalkeeper,70,-50
United Arab Emirates,Paula Day,Al Nasr,forward,53,95
Greece,Andrew Short,Panetolikos,forward,55,53
Panama,Trevor West,Alianza,goalkeeper,65,-65
Angola,Joshua Hansen,Petro de Luanda,defender,42,55
Kazakhstan,Lisa Lopez,Kairat,defender,67,78
Sri Lanka,Michael Davis,Solid,goalkeeper,50,-109
Malawi,Felicia Mathews,Silver Strikers,forward,80,50
Sweden,Diane Horton,IFK Goteborg,forward,56,26
Mongolia,Donna Casey,Khoromkhon,goalkeeper,62,-85
Angola,Thomas Lee,Recreativo do Libolo,forward,49,29
Sweden,Brian Hernandez,AIK,midfielder,68,17
Marshall Islands,Jordan Mueller,Kwajalein FC,defender,61,34
Benin,Kevin Solomon,JSP FC,goalkeeper,86,-64
Chile,John Strickland,Union Espanola,forward,63,57
Guinea,Eric Mueller,CI Kamsar,goalkeeper,55,-1
Burkina Faso,Amy Nash,AS SONABEL,forward,61,32
Monaco,Vanessa Doyle,La Condamine,defender,46,29
Greece,Steven Velasquez,PAOK,midfielder,66,39
Grenada,Angela Taylor,Hurricane FC,goalkeeper,69,-59
United Kingdom,Ashley Gordon,Arsenal,midfielder,63,69
Comoros,Brandon Garrison,Steal Nouvel,goalkeeper,48,-36
Austria,Joanna Howard,Austria Wien,goalkeeper,67,-29
Rwanda,Jason Velez,Rayon Sports,midfielder,36,40
Jordan,Jessica Arellano,Al Salt,goalkeeper,39,-15
Lesotho,Lindsay Powell,Bantu,midfielder,68,76
Brazil,Ms. Regina Hart,Palmeiras,forward,58,42
Serbia,James Rosario,Spartak Subotica,midfielder,70,76
Vietnam,Juan Deleon,Hong Linh Ha Tinh,goalkeeper,59,-48
Montenegro,Justin Johnson,Sutjeska,midfielder,47,22
Somalia,Carl Wilson,Elman FC,goalkeeper,55,-38
Zimbabwe,Benjamin Gibson,Manica Diamonds,defender,47,43
Eritrea,Norman Johnson,Geza Banda,forward,62,63
Ghana,Morgan Parker,Aduana Stars,goalkeeper,69,-37
Samoa,Jennifer Mccarthy,Kiwi FC,goalkeeper,51,-3
Cyprus,Kendra Brown,APOEL,defender,66,48
Central African Republic,Vincent Hunt,Anges de Fatima,midfielder,38,21
Seychelles,Brad Bowman,St Louis Suns United,goalkeeper,67,-60
Myanmar,Samantha King,Ayeyawady United,midfielder,66,60
Kazakhstan,Nathan Mendoza,Ordabasy,midfielder,52,73
El Salvador,Don Gomez,Alianza,goalkeeper,58,-23
Netherlands,Scott Miller,FC Utrecht,midfielder,59,86
India,James Miller,Jamshedpur FC,forward,80,76
Venezuela,Andrew Moore,Zamora,forward,53,96
Burundi,Scott Hartman,Bujumbura City,defender,67,25
Ukraine,William Larson,Kolos Kovalivka,midfielder,70,59
Rwanda,Patrick Collins,Bugesera,defender,59,50
Estonia,Nicole Mueller,Paide Linnameeskond,forward,47,40
Jordan,Kathryn Mora PhD,Al Wehdat,midfielder,83,60
Kuwait,Rachael Bernard,Al Kuwait,defender,57,32
Indonesia,Mr. Chris Nelson,Persib Bandung,goalkeeper,81,-31
Morocco,Makayla Atkinson,Moghreb Tetouan,goalkeeper,46,-78
Nauru,Denise Rice,Aiwo,forward,54,73
Maldives,Anna Bennett,Valencia,goalkeeper,64,-23
Norway,Jacob Kelly,Lillestrom,goalkeeper,70,-63
Congo,Cheryl Wagner,AC Leopards,midfielder,55,18
Tuvalu,Kelsey Ingram,Nanumaga,goalkeeper,47,-46
Tanzania,Nicholas Weber,Young Africans,midfielder,79,58
Malaysia,Paul Lewis,Sabah,forward,59,26
Argentina,Stephanie Gamble,Estudiantes,midfielder,52,68
Uruguay,Charles Parker,Danubio,forward,60,50
Venezuela,Calvin Webb,Deportivo La Guaira,defender,55,56
Netherlands,Kerry Leonard,Ajax,goalkeeper,56,-79
Brazil,William Moran,Sao Paulo,midfielder,58,49
Kuwait,Stacey Adkins,Al Qadsia,midfielder,38,57
Belgium,Amy Henry,Standard Liege,midfielder,76,47
Kyrgyzstan,Amy Simmons,Alga Bishkek,defender,57,69
Timor-Leste,Sarah Garcia,Boavista Timor,defender,65,33
Cambodia,Keith Hancock,Kirivong Sok Sen Chey,midfielder,46,87
France,Julia Gonzales,Marseille,goalkeeper,57,-79
Pakistan,Linda Wright,WAPDA,defender,57,52
Niger,Michael Clark,USGN,midfielder,60,56
Zimbabwe,Marissa Lee,Chicken Inn,defender,65,15
Czech Republic,Thomas Monroe,Bohemians 1905,forward,52,58
Italy,Denise Robinson,AC Milan,forward,64,38
Poland,Gregory Crawford,Lechia Gdansk,midfielder,70,77
Kuwait,Ashley Rice DDS,Kazma,goalkeeper,74,-28
Nigeria,Anthony Barker,Rivers United,midfielder,57,46
Iraq,Michael Arroyo,Al Shorta,midfielder,63,50
Azerbaijan,Martha Morrison,Sumgayit,defender,57,36
Kazakhstan,Diane Ramirez,Tobol,forward,81,64
Nauru,Edward Hall,Uaboe,defender,69,56
Thailand,Steven Lawrence,BG Pathum United,midfielder,62,44
Burkina Faso,Lindsay Schneider,AS SONABEL,defender,68,50
Tunisia,John Newton,Esperance,midfielder,68,103
Angola,Mrs. Suzanne Perez,Petro de Luanda,midfielder,46,41
Yemen,Stephanie Park,Al Yarmuk Al Rawda,forward,49,49
Oman,William Singh,Al Suwaiq,defender,71,56
Sao Tome and Principe,Cody Steele,FC Neves,forward,40,10
Guinea-Bissau,Kristin Briggs,Benfica Bissau,defender,62,69
Ecuador,Mark Chen,Delfin,defender,70,82
Korea (South),Amy Glass,Pohang Steelers,defender,57,35
Luxembourg,Willie Smith,UNA Strassen,goalkeeper,74,-33
Lebanon,Annette Mcgee,Nejmeh,defender,51,61
Bahrain,Melanie Baker,Al-Riffa,forward,45,44
Sudan,Michael Hodge,Hay Al Wadi,forward,41,44
Maldives,Nicholas Brandt,TC Sports,midfielder,56,33
San Marino,Mark Cardenas,Folgoro,goalkeeper,67,-65
Cyprus,Jesse Wilson,AEL Limassol,defender,57,54
Turkmenistan,Kelsey Martinez,Altyn Asyr,defender,59,35
Eswatini,John Barber,Young Buffaloes,forward,53,44
Georgia,Lisa Morris,Dila Gori,midfielder,80,64
Bosnia and Herzegovina,Joshua Marshall,Radnik Bijeljina,midfielder,65,77
Switzerland,Joseph Rodgers,Zurich,defender,54,3
Brazil,Julie Nielsen,Corinthians,defender,70,30
Saint Lucia,Jose Edwards PhD,VSADC,defender,69,71
Iceland,Brandi Pacheco,Breidablik,goalkeeper,65,-56
Italy,Richard Valencia,Lazio,goalkeeper,47,-37
Croatia,Jennifer May,Dinamo Zagreb,goalkeeper,47,-110
China,Anthony Bond,Shanghai Shenhua,midfielder,67,90
Belize,Stephen Holland,Police United,defender,47,46
Estonia,Molly Davis,Paide Linnameeskond,forward,35,58
Greece,Jerry Velasquez,OFI Crete,midfielder,44,56
Finland,Ronald Kane,SJK,defender,54,75
Luxembourg,Steven Johnson,UNA Strassen,defender,53,86
Rwanda,Shawn Alvarez DDS,Police,midfielder,66,65
Belize,Kendra Wells,Wagiya FC,forward,73,44
Czech Republic,Brianna King,Banik Ostrava,midfielder,65,47
Thailand,Anna Lowery,Port,midfielder,87,35
Equatorial Guinea,Tamara Graham,Sony de Ela Nguema,defender,68,49
Italy,John Cochran II,Napoli,midfielder,68,56
Slovenia,Lauren Lewis,Olimpija Ljubljana,defender,67,8
Brazil,Jose Duarte,Flamengo,goalkeeper,62,-96
Kyrgyzstan,Rhonda Perkins,Ilbirs Bishkek,forward,40,84
Dominica,Dylan Lowe,Bath Estate,midfielder,50,5
Georgia,Michael Jones,Torpedo Kutaisi,forward,54,41
Korea (North),Jessica Ross,Rimyongsu,goalkeeper,47,-35
Italy,Mr. Seth Davis,Roma,forward,64,66
Trinidad and Tobago,Rachel Johnson,La Horquetta Rangers,goalkeeper,52,-25
Bangladesh,Gary Cabrera,Saif SC,forward,75,15
Tajikistan,Nicholas Hall,Khatlon,forward,60,54
Ecuador,Edwin Owens,Universidad Catolica,midfielder,51,55
Ghana,Kimberly Mcclain,Aduana Stars,goalkeeper,61,-69
Namibia,Wayne Moran,Tura Magic,midfielder,51,78
North Macedonia,Danielle Daniels,Sileks,midfielder,32,65
Senegal,Jennifer Burke,Teungueth,defender,79,85
Russia,Rebecca Hill,Dinamo Moscow,midfielder,68,43
Libya,John Wilcox,Al Tahaddy,defender,62,1
Madagascar,Tony Hunter,Ajesaia,midfielder,59,44
Canada,Darius Cummings,Valour FC,defender,42,57
Micronesia,Tony Sosa,Kosrae,goalkeeper,61,-68
Mongolia,Scott Williams,Ulaanbaatar City,midfielder,73,12
Czech Republic,Brian Salazar,Bohemians 1905,defender,59,58
Finland,Abigail Morgan,Inter Turku,midfielder,79,78
Georgia,Jason Parsons,Dinamo Tbilisi,goalkeeper,69,-81
Benin,Kevin King,Requins de l'Atlantique,goalkeeper,54,-34
India,Jessica Harrison,Bengaluru FC,forward,74,71
Cuba,Kathryn Rodriguez,FC Santiago,defender,61,1
Bahrain,Scott Williams,Al-Hidd,midfielder,55,49
Gabon,Joseph Patterson,Cercle Mbéri Sportif,midfielder,98,46
Lithuania,Michael Case,Dziugas,forward,41,63
United Arab Emirates,Tanner Schneider,Baniyas,forward,69,73
Nauru,Kevin Baker,Uaboe,defender,53,69
Chad,Melissa Clark,Renaissance,midfielder,66,29
Belize,April Martin,San Pedro Pirates,goalkeeper,67,-57
Philippines,Christina Ward,Dynamic Herb Cebu,midfielder,69,118
Pakistan,Karen Huang,Pakistan Air Force,goalkeeper,72,-36
France,Chris Arnold,Lille,midfielder,59,97
Guyana,Andrew Adkins,Slingerz FC,goalkeeper,82,-67
Namibia,David Ruiz,Young African,defender,75,87
Bolivia,Cynthia Santiago,Nacional Potosi,defender,67,46
Tanzania,Joseph Martinez,Young Africans,midfielder,62,27
Paraguay,James Lee,Cerro Porteno,goalkeeper,53,-50
Italy,Cody Shaw,Juventus,forward,59,53
Ghana,Clinton Martinez,Aduana Stars,midfielder,61,25
Egypt,Debra Davis,Al Masry,defender,60,39
Spain,Mark Young,Real Sociedad,goalkeeper,67,-52
United Kingdom,Matthew Gray,Tottenham,forward,62,66
Nicaragua,Angela Davis,Managua FC,defender,32,82
Albania,Aaron Gonzalez,Vllaznia,goalkeeper,47,-62
Spain,Elizabeth Rice,Real Madrid,defender,68,62
Saint Kitts and Nevis,Shari Klein,SPD United,forward,59,57
Russia,Erin Heath,Rostov,goalkeeper,77,-15
Honduras,James Rodriguez,Olimpia,forward,57,14
Barbados,Lisa Cooper,Ellerton FC,midfielder,84,1
Namibia,Eric Waters,African Stars,midfielder,42,55
Spain,Tracy Jacobs,Real Madrid,midfielder,57,52
Nepal,Matthew Bates,Three Star Club,midfielder,71,117
Sweden,Tammy Smith,Norrkoping,goalkeeper,63,-43
Poland,Eugene Carney,Lechia Gdansk,midfielder,73,56
Ethiopia,Sabrina Gonzalez,Adama City,forward,64,58
Ethiopia,William Hunt DDS,Bahir Dar Kenema,midfielder,58,7
Madagascar,Kent Whitehead,Fosa Juniors,forward,50,90
Lesotho,Peter Brown,Matlama,forward,75,75
Spain,Leonard Reid,Valencia,forward,54,66
Sri Lanka,Craig Smith,Blue Star,defender,64,68
Peru,Danny West,Cienciano,goalkeeper,66,-88
Mali,Tanya Odonnell DVM,Onze Createurs,defender,52,67
Czech Republic,Colleen Dawson,Sparta Prague,goalkeeper,74,-39
Turkey,Justin Martin,Trabzonspor,midfielder,59,38
Latvia,Daniel Reid,Metta,midfielder,66,75
Central African Republic,Tammy Boyd,Sica Sport,defender,62,64
Antigua and Barbuda,Deborah Delacruz,Grenades FC,midfielder,73,15
Dominica,Christopher Smith,South East FC,forward,78,68
Vietnam,April Jackson,Viettel,midfielder,55,82
Croatia,Guy Morales,Rijeka,midfielder,68,63
Poland,Edward Hill,Lechia Gdansk,midfielder,49,60
Georgia,Kayla Ochoa,Samgurali,midfielder,49,48
Nigeria,Xavier Calderon,Plateau United,midfielder,69,66
Slovenia,Stephen Olson,Bravo,forward,64,30
Myanmar,Veronica Johnson,Yadanarbon,defender,71,83
Norway,Brandi Davis,Brann,forward,64,1
Marshall Islands,Tyler Hammond,Arno FC,defender,49,52
Thailand,Ashley Ferguson,Muangthong United,midfielder,58,86
Bolivia,Anthony Santiago,Always Ready,forward,58,34
Chile,Lori Obrien,Huachipato,forward,64,20
Gabon,Jeffrey Flores,Cercle Mbéri Sportif,defender,51,57
Ukraine,Jaime Vincent,Vorskla Poltava,defender,62,36
Malta,Tony Nelson,Hamrun Spartans,forward,56,20
Turkmenistan,John Smith,Ahal,defender,60,64
Tuvalu,Peter Pineda,Nauti,forward,58,50
Saudi Arabia,Valerie Yang,Al Hilal,defender,77,35
Cyprus,Christian Holt,APOEL,defender,75,34
Syria,Theodore Simmons,Al Shorta,goalkeeper,60,-78
Maldives,Rebecca Thompson,Green Streets,goalkeeper,59,-51
Central African Republic,John Freeman,Sica Sport,goalkeeper,45,-66
Brazil,Pamela Lee,Atletico Mineiro,midfielder,45,37
Saint Vincent and the Grenadines,Carol Black,Layou,forward,85,84
Sudan,Gregory Moore,Al Hilal Omdurman,defender,64,77
North Macedonia,Diane Chan,Makedonija GP,forward,75,1
Oman,Darrell Pierce,Al Nahda,defender,70,37
Israel,Shelby Peterson,Maccabi Netanya,defender,52,28
Iceland,Wesley Campbell,KA,forward,46,61
Sri Lanka,Sandra Gutierrez,Ratnam,defender,48,61
Belarus,Katherine Barron,Neman Grodno,goalkeeper,44,-66
Guinea,Dominique Le,CI Kamsar,forward,72,66
Sierra Leone,Virginia Ramirez,FC Johansen,goalkeeper,48,-23
Slovakia,Gregory Murray,Trencin,defender,67,39
Trinidad and Tobago,Melissa Diaz,Police FC,forward,62,47
Palau,Brenda Jones,Team Friendship,goalkeeper,50,-86
Guinea,Madison Stephens,AS Kaloum,goalkeeper,84,-65
Zambia,Anthony Brown,Nkana,forward,65,75
Laos,Jacob Diaz,Ezra,defender,66,35
Serbia,Judy Farmer,Vojvodina,midfielder,57,92
Antigua and Barbuda,James Brown,Grenades FC,forward,37,52
Iceland,Lisa Copeland,Valur,defender,64,48
Singapore,Cynthia Myers,Hougang United,midfielder,64,47
Switzerland,Peter Walker,Zurich,midfielder,59,71
Malta,Jeremy Jenkins,Hamrun Spartans,goalkeeper,84,-64
North Macedonia,Nicholas Klein,Shkupi,forward,62,24
Laos,Derrick Rivera,Ezra,goalkeeper,50,-62
Qatar,Julia Mcmillan,Al Arabi,forward,65,59
Oman,Amanda Villegas,Al Nahda,goalkeeper,47,-84
Mauritius,Mr. Jeremy Peterson,Pamplemousses,goalkeeper,54,-70
Hungary,Jeffrey Cummings,Puskas Akademia,goalkeeper,60,-68
Seychelles,Brent Morris,La Passe,forward,65,89
Togo,Charles Bartlett,Kotoko,defender,60,60
Eritrea,Rachel Armstrong,Geza Banda,goalkeeper,72,-50
Ecuador,Mary Parrish,Universidad Catolica,defender,70,6
El Salvador,James Francis,Santa Tecla,defender,37,71
Bosnia and Herzegovina,Jenny Brown,Sarajevo,goalkeeper,61,-67
Azerbaijan,Connor Patterson,Neftchi Baku,midfielder,52,42
Botswana,Howard Lopez,Township Rollers,goalkeeper,66,-79
Oman,Paul Ross,Al Oruba,goalkeeper,50,-24
Chad,Dawn Jones,Tourbillon FC,midfielder,51,29
Zimbabwe,Kevin Lopez,Ngezi Platinum,defender,62,61
Bahrain,Latasha Hale,Al-Muharraq,defender,47,61
Samoa,Charles Singh,Vaipuna,forward,54,32
Seychelles,Nicholas Rivera,Light Stars,midfielder,81,25
Laos,Carmen Warner,Young Elephants,goalkeeper,57,-76
Gabon,Jacob Mata,Missile FC,defender,56,33
Tuvalu,Angela Guzman,Nauti,goalkeeper,52,-78
Ghana,William Wright,Asante Kotoko,defender,44,42
Liberia,Rachel Vasquez,LISCR,defender,67,60
Comoros,Brandon Perez,Fomboni FC,goalkeeper,51,-43
Czech Republic,Louis Simpson,Viktoria Plzen,goalkeeper,60,-52
Cape Verde,James Shah,Vitoria FC,defender,50,38
Lithuania,Christopher Andrews,Riteriai,midfielder,58,64
Paraguay,Mark Patterson,Guarani,goalkeeper,66,-62
Australia,Edwin Banks,Sydney FC,midfielder,64,47
Spain,Eric Ashley,Atletico Madrid,goalkeeper,72,-33
Sao Tome and Principe,Amanda Rice,Alianca Nacional,defender,36,46
Poland,Jordan Sanchez,Lech Poznan,forward,78,38
Oman,Fred Alvarez,Sohar,forward,83,72
Mongolia,Maria Baxter,Ulaanbaatar,forward,39,48
San Marino,Andrew Martinez,Tre Penne,defender,66,71
Mauritius,Candace Spence,Bolton City,defender,43,40
Mongolia,Dawn Sanchez,Ulaanbaatar,defender,65,57
Sudan,Linda Morris,Al Merreikh,forward,60,48
Cameroon,Bethany Garcia,Union Douala,goalkeeper,50,-39
Saudi Arabia,Shannon Rodriguez,Al Hilal,defender,52,70
Belgium,Susan Russell,Gent,midfielder,56,83
Monaco,Michael Hutchinson,Stade Monégasque,defender,47,62
Samoa,Sydney Welch,Vaipuna,forward,83,58
Sudan,Christian Anderson,Al Shorta,goalkeeper,59,-77
Paraguay,Joshua Delgado,Nacional,forward,62,27
Bangladesh,Dylan Wallace,Abahani Dhaka,midfielder,62,38
Suriname,James Coleman,SNL,forward,43,38
Lebanon,Dawn Gonzalez,Shabab Sahel,goalkeeper,67,-83
Vietnam,Linda Myers,Viettel,goalkeeper,57,-27
Canada,Kevin Jimenez,Pacific FC,goalkeeper,54,-47
Belgium,Priscilla Martinez,Genk,midfielder,59,23
Trinidad and Tobago,Nicole Collins,W Connection,goalkeeper,67,-31
Dominica,Nicole Cooper,Dublanc FC,defender,59,63
Georgia,Jill Larson,Saburtalo,defender,54,59
Gambia,David Santana,Real de Banjul,defender,71,54
India,Alicia Esparza,Mumbai City,goalkeeper,41,-54
Iceland,Sarah Reyes,Breidablik,midfielder,57,39
Iraq,Cathy Fitzgerald,Naft Al-Wasat,forward,75,47
Liechtenstein,Jeffery Parsons,Vaduz,midfielder,53,55
Grenada,Pamela Robinson,Chantimelle FC,midfielder,65,18
San Marino,Kathleen Robinson,Tre Fiori,midfielder,51,9
Turkmenistan,Christina Paul,Altyn Asyr,goalkeeper,77,-79
Colombia,Theresa Thomas,Deportivo Cali,goalkeeper,50,-59
Iran,Clayton Manning,Mes Rafsanjan,goalkeeper,77,-40
Greece,Christina Ramirez,PAOK,goalkeeper,64,-58
Portugal,Casey Friedman,Benfica,forward,46,46
Dominica,Andrew Martinez,Bath Estate,defender,66,66
Egypt,Tony Whitney,Zamalek,midfielder,52,45
Poland,Billy Ray,Legia Warsaw,defender,54,59
Bangladesh,Natalie Mckinney,Sheikh Russel,goalkeeper,69,-56
Mozambique,Tamara Peterson,Ferroviario Beira,midfielder,77,75
Russia,Jeffrey Zhang,Lokomotiv Moscow,midfielder,52,46
Venezuela,Elizabeth Smith,Metropolitanos,defender,48,11
Mexico,Patrick Harris,Monterrey,forward,54,65
Grenada,Traci Delgado,St. John's Sports,forward,52,88
Russia,Sarah Byrd,CSKA Moscow,midfielder,53,1
Eswatini,Alyssa Johnson,Green Mamba,forward,33,31
Benin,Jennifer Leonard,JSP FC,goalkeeper,72,-98
Ghana,Melinda Marshall,Asante Kotoko,forward,58,73
Bolivia,Kelly Edwards,Jorge Wilstermann,goalkeeper,61,-92
Bahamas,Stephanie Taylor,Nassau United,defender,59,46
Estonia,John Perkins,Kuressaare,defender,49,77
Malaysia,Alejandra Roberts,Terengganu,forward,67,22
Samoa,Amanda Compton,Kiwi FC,forward,69,61
Sao Tome and Principe,Dr. Lori Blair,Santana,forward,51,31
Moldova,Jessica Chambers,Sheriff Tiraspol,defender,57,43
Kenya,Bryan Santiago,Gor Mahia,goalkeeper,63,-41
Chad,Alan Brown,Gazelle FC,forward,60,75
Kyrgyzstan,Nicole Morgan,Neftchi Kochkor-Ata,midfielder,75,23
Sudan,Amanda Vargas,Al Shorta,defender,36,63
Vanuatu,Stephen Baker,Seveners United,defender,67,37
Peru,Aaron Lewis,Alianza Lima,goalkeeper,55,-54
Mongolia,Jeanne Graham,SP Falcons,goalkeeper,46,-55
Nepal,Michael Myers,Nepal Police Club,defender,54,65
China,Nicole Wilson,Tianjin Jinmen Tiger,goalkeeper,63,-53
Egypt,Melissa Thompson,ENPPI,goalkeeper,57,-52
Mongolia,Kimberly Dalton,Deren,midfielder,73,4
Guinea,Sarah Hernandez,CI Kamsar,goalkeeper,59,-64
Chad,Heidi Lee,Postel 2000,defender,66,72
Belgium,Mr. Joseph Richardson,Genk,forward,75,58
Slovenia,Kathy Booth,Domzale,midfielder,56,89
Dominica,Terri Adams,Harlem United,goalkeeper,55,-45
Iran,Randy Chavez,Gol Gohar,defender,52,61
Central African Republic,Erica Williams,Sica Sport,defender,53,72
Malaysia,Richard Williams,Sabah,defender,69,108
Armenia,Christina Zhang,Ararat Yerevan,forward,68,26
Denmark,Aaron Ibarra,FC Copenhagen,midfielder,53,58
Ethiopia,Carolyn Robinson,Bahir Dar Kenema,goalkeeper,50,-35
United Arab Emirates,Matthew James,Al Wasl,defender,42,43
Slovakia,Frank Snyder,Slovan Bratislava,goalkeeper,43,-32
Finland,Lisa Casey,Honka,forward,65,90
Portugal,Todd Love,Famalicao,defender,41,44
Thailand,Ronald Henderson,Port,midfielder,39,73
Ireland,Megan Wu,Shelbourne,forward,62,78
Switzerland,Rebecca Bowen,St. Gallen,goalkeeper,57,-27
Jamaica,Tina Walsh,Portmore United,forward,44,51
Greece,Jo Barry,OFI Crete,midfielder,77,48
Chile,Michelle Andrews,Huachipato,defender,63,74
Oman,Lawrence Lewis,Al Nahda,goalkeeper,46,-26
Iceland,Samantha Wilson,Stjarnan,forward,43,17
Vietnam,Daniel Bell,Hai Phong,defender,39,85
Guinea,Erin Smith,Horoya,defender,47,47
Philippines,Dawn Burke,ADT,midfielder,88,48
Madagascar,Tracy Holloway,Ajesaia,defender,61,27
Bahrain,Ronald Mercer,Al-Muharraq,midfielder,49,45
Suriname,Corey Davis,Walking Boyz Company,midfielder,55,57
Mauritania,Michael Foster,Gendrim,forward,58,28
Myanmar,Leonard Torres,Rakhine United,midfielder,64,28
Saint Kitts and Nevis,Jacob Moreno,Garden Hotspurs,defender,52,10
Kiribati,Carol Vargas,Abaiang,goalkeeper,66,-54
Sao Tome and Principe,Joseph Russo,Sporting Praia Cruz,goalkeeper,48,-36
Brunei,Katelyn Mitchell,DPMM FC,midfielder,63,63
North Macedonia,Brandon Jenkins,Shkendija,goalkeeper,38,-44
Bolivia,James Johnson,Nacional Potosi,goalkeeper,76,-43
Maldives,Olivia Williams,Club Eagles,midfielder,69,25
Venezuela,Katie Carrillo,Deportivo Tachira,defender,43,31
Lithuania,Mrs. Michelle Thompson DDS,Panevezys,forward,50,42
Eritrea,Ryan Coleman,Adulis Club,goalkeeper,51,-24
Timor-Leste,Jason Smith,Boavista Timor,defender,56,30
China,Kimberly Smith,Guangzhou FC,midfielder,58,3
Timor-Leste,Sarah Cole,Karketu Dili,goalkeeper,59,-47
Tonga,Matthew Zimmerman,Navutoka,goalkeeper,42,-47
Palau,Dustin Gross,Surangel Kings,forward,70,27
Cuba,Jamie Douglas,FC Pinar del Rio,forward,54,61
Haiti,Joshua Williams,Cavaly,goalkeeper,38,-37
Bangladesh,Justin Ruiz,Mohammedan SC,defender,85,1
Kenya,Anthony Webster,Gor Mahia,midfielder,69,46
