Country,Name,Club,Position,Games,Goals
Cambodia,Susan Sheppard,Phnom Penh Crown,forward,61,55
Mongolia,Tara Chambers,Deren,forward,70,114
Belgium,Meghan Rush,Gent,defender,69,25
Madagascar,Christina Martinez,Tia Kitra,goalkeeper,77,-59
Serbia,Brianna Ellis,Vojvodina,defender,69,5
Laos,Jesse Fowler,Young Elephants,forward,64,9
Niger,Jessica Camacho,Dan Kassawa,defender,57,47
Syria,Nichole Berg,Al Wahda,midfielder,76,75
Bulgaria,Jacob Berry,Ludogorets,forward,70,28
Rwanda,Christopher Hensley,APR,forward,58,36
Brunei,Katelyn Booker,Tabuan Muda,forward,70,36
United Arab Emirates,Kevin Clements,Baniyas,goalkeeper,66,-85
Brazil,Miss Lisa Peterson,Palmeiras,midfielder,41,76
Equatorial Guinea,Andrea Carlson,Deportivo Unidad,midfielder,62,38
Austria,Angela Lee,Sturm Graz,goalkeeper,55,-34
Croatia,Leah Murray,Hajduk Split,defender,68,40
Canada,Alexis Barrett,Forge FC,forward,36,36
Germany,Douglas Jensen,Eintracht Frankfurt,midfielder,70,52
Kuwait,Matthew Eaton,Al Jahra,goalkeeper,40,-70
Georgia,Mitchell Lang,Dinamo Batumi,defender,55,62
Argentina,Alison Horton,Boca Juniors,midfielder,47,60
Finland,Brianna Wise,HJK Helsinki,goalkeeper,60,-64
Israel,Matthew Underwood,Hapoel Tel Aviv,midfielder,65,39
Sudan,Gregory Brady,Al Hilal Omdurman,goalkeeper,71,-21
United Arab Emirates,Kevin Lee,Al Nasr,midfielder,77,46
Papua New Guinea,Christopher Lewis,Gulf Komara,midfielder,55,53
Brazil,John Washington,Gremio,goalkeeper,89,-65
Senegal,Nicole Holloway MD,Generation Foot,forward,59,78
Italy,Jacqueline Harris,Roma,goalkeeper,54,-35
El Salvador,Andrew Hawkins,Jocoro,goalkeeper,38,-16
Qatar,David Pearson,Al Rayyan,midfielder,55,48
Liberia,Richard Hernandez,Monrovia Club Breweries,defender,63,17
Mauritania,Morgan Gilbert,Kaedi,goalkeeper,65,-74
Tonga,Kristi Crawford,Veitongo,goalkeeper,54,-70
Vietnam,Scott Lopez PhD,Sai Gon FC,forward,68,21
Brazil,Daniel Jordan,Atletico Mineiro,defender,65,74
Madagascar,Alexander Rose,AS Adema,midfielder,70,1
Zimbabwe,Scott Walter,Dynamos,forward,50,50
Cambodia,James Mclean,Soltilo Angkor,midfielder,49,34
Australia,Anthony Clark,Perth Glory,goalkeeper,53,-101
Sweden,Ryan Stout,AIK,forward,64,45
Micronesia,Ebony Rodgers,Yap,forward,64,41
Malta,Melanie Campbell,Hibernians,goalkeeper,52,-62
Cambodia,Anthony Branch,Soltilo Angkor,midfielder,59,55
Jamaica,Phillip Hernandez,Mount Pleasant,defender,53,57
Philippines,Amy Fernandez DDS,Dynamic Herb Cebu,goalkeeper,51,-78
Grenada,Katherine Campbell,Hard Rock FC,forward,40,42
Bulgaria,Paul Casey,Arda Kardzhali,midfielder,59,12
Belgium,Sean Chen,Club Brugge,goalkeeper,65,-50
Equatorial Guinea,Erica Wilkerson,Estrella Roja,defender,52,60
Dominica,Sierra Washington,Segments FC,forward,68,44
Yemen,Amy Carlson,Al Oruba,forward,51,43
Maldives,Jonathan Hernandez,Maziya,forward,75,19
Slovenia,Patrick Dunn,Bravo,midfielder,42,36
Cyprus,Amanda Simmons,Anorthosis,midfielder,45,45
Madagascar,David Garrett,Fosa Juniors,forward,65,33
North Macedonia,Timothy Cooper,Vardar,goalkeeper,57,-30
Ghana,Alicia Benton,Bechem United,midfielder,58,80
El Salvador,Nicole Walker,Jocoro,forward,52,78
Panama,Betty Cox,Atletico Chiriqui,goalkeeper,73,-28
Chad,Johnny Graham,Postel 2000,forward,77,50
Luxembourg,Bailey Wright,UNA Strassen,goalkeeper,87,-92
Slovenia,Christine Mercer,Olimpija Ljubljana,goalkeeper,58,-16
Bahrain,Thomas Soto,Al-Hidd,defender,73,91
Papua New Guinea,Gregory Carney,Madang,forward,69,85
Vanuatu,John Aguilar,Mauwia,midfielder,79,54
Georgia,Gregory Roberts,Torpedo Kutaisi,goalkeeper,54,-22
France,Jesse Martin,Lille,midfielder,88,41
Greece,Rebecca Stevens,Panathinaikos,forward,65,22
Finland,Travis Marshall,SJK,forward,50,46
Brazil,Autumn Gregory,Santos,forward,64,57
Cyprus,Jennifer Valencia,Apollon Limassol,defender,54,24
Costa Rica,Kaylee Beasley,Cartagines,goalkeeper,37,-54
Angola,Tyrone Miller,Kabuscorp,defender,58,28
Mauritius,Kimberly Crawford,Bolton City,midfielder,73,65
Benin,Steven Neal MD,Ayema FC,goalkeeper,60,-84
Saint Lucia,Mary Washington,Marchand,midfielder,67,43
Guatemala,Ian Rodriguez,Xelaju,midfielder,68,10
Philippines,Karen Griffith,United City,goalkeeper,59,-55
Tunisia,Dustin Wade,Club Africain,goalkeeper,65,-54
Egypt,Gregory Mckenzie,Ismaily,midfielder,69,49
Guyana,Jeremy Bell,GDF,goalkeeper,49,-35
Estonia,Kayla Davis,Paide Linnameeskond,midfielder,57,104
Kenya,Garrett Jones,AFC Leopards,goalkeeper,55,-55
Australia,John Snyder,Perth Glory,midfielder,63,69
Madagascar,Mary Conley,Fosa Juniors,goalkeeper,71,-36
Vietnam,Brian Flynn,Viettel,goalkeeper,61,-37
Afghanistan,Regina Flores,Spin Ghar,defender,31,31
Sudan,Zachary Smith,Hay Al Wadi,midfielder,61,57
Lebanon,Jason Schneider,Al Ahed,midfielder,77,1
Solomon Islands,Ashley Thomas,Marist,forward,54,53
Argentina,Garrett Carr,Boca Juniors,forward,50,106
Greece,Kristine Mason,AEK Athens,forward,62,81
France,Dawn Schmidt,Lille,goalkeeper,39,-87
Gambia,Matthew Moore,Real de Banjul,defender,58,15
Romania,Steven Anderson,UTA Arad,goalkeeper,44,-44
Tonga,Gabriel Ballard,Veitongo,midfielder,72,43
Venezuela,Krystal Carlson,Deportivo Tachira,midfielder,78,63
Namibia,Carla Simon,Black Africa,midfielder,74,51
Philippines,Jared Ortiz,ADT,midfielder,46,75
Japan,Brandon Wilcox,Kashima Antlers,defender,73,79
Ireland,Donald Phillips,Shamrock Rovers,defender,69,49
Andorra,Timothy Nelson,Atletic Escaldes,defender,71,100
Austria,Barry Webster,Sturm Graz,midfielder,51,42
Ecuador,Gregory Pittman,Independiente del Valle,forward,57,68
Belarus,Carlos Becker,Shakhtyor Soligorsk,forward,60,61
South Sudan,Brenda Rose,Al Salam Wau,forward,55,51
Jamaica,Elijah Sanders,Harbour View,midfielder,49,1
Eswatini,Donna Dixon,Green Mamba,defender,68,62
Antigua and Barbuda,Meagan Cox,Five Islands FC,midfielder,66,20
Jordan,Adam Johnson,Al Ramtha,midfielder,64,79
Central African Republic,Morgan Anderson,Anges de Fatima,defender,68,22
Afghanistan,Charles Burton,De Spinghar Bazan,forward,58,54
Chad,Jennifer Reyes,Postel 2000,forward,53,60
Comoros,Rebecca West DDS,US Zilimadjou,defender,59,72
Mauritius,James Phillips,Curepipe Starlight,midfielder,72,66
Cambodia,Felicia Sherman,Boeung Ket,defender,57,61
Burundi,Alexis Harris MD,Olympic Star,goalkeeper,68,-73
Maldives,Misty Wang,United Victory,forward,55,64
Tuvalu,Christina Smith,Funafuti,goalkeeper,70,-68
Italy,Jared Mccoy,Juventus,defender,58,36
Haiti,Brittany Mitchell,FICA,defender,63,21
Eritrea,Jacob Clark,Red Sea FC,midfielder,57,55
Gambia,Brian Martin,Wallidan,midfielder,54,88
Ireland,Mary Peterson,St Patrick's Athletic,defender,46,1
Kuwait,Andre Arnold,Al Kuwait,defender,44,32
China,Heather Mccullough,Shanghai Port,forward,69,12
Colombia,Laura Rogers,Millonarios,goalkeeper,57,-62
Uzbekistan,Andrew Hendrix,Nasaf,goalkeeper,51,-47
Fiji,Henry Chapman,Rewa FC,defender,48,79
Philippines,Elizabeth Morris,Dynamic Herb Cebu,midfielder,60,45
Burundi,Henry Moses,Musongati FC,goalkeeper,63,-1
Tonga,Timothy Joseph,Lotoha'apai,defender,71,58
Turkey,Jennifer Peterson,Trabzonspor,defender,82,62
Bolivia,Katherine Bruce,Jorge Wilstermann,midfielder,51,40
Palau,Alan Novak,Lyon FC,defender,74,22
Paraguay,Timothy Elliott,Libertad,midfielder,55,79
Kiribati,Katherine Pace,Tarawa,midfielder,69,70
Gabon,Timothy Wood DDS,US Bitam,midfielder,53,56
Slovakia,Elizabeth Wilson,Spartak Trnava,defender,70,53
Solomon Islands,Lindsey Smith,Kossa,goalkeeper,64,-99
Tanzania,Stacey Patterson MD,Young Africans,forward,72,97
Algeria,Veronica Brown,USM Alger,goalkeeper,66,-23
Slovenia,David Hampton,Gorica,goalkeeper,55,-98
Australia,Jeffrey Ball,Melbourne City,defender,65,63
Sierra Leone,Jacob Berry,Ports Authority,defender,72,35
Netherlands,Jeffrey Shields,Twente,forward,52,66
Ecuador,Alvin Newton,Aucas,forward,71,46
Cape Verde,Connie Peck,Academica do Sal,goalkeeper,64,-32
Myanmar,Jordan Reeves,Ayeyawady United,forward,59,52
Namibia,Anna Hill,Young African,defender,71,75
Fiji,Samantha Flores,Ba FC,goalkeeper,56,-47
Monaco,Maria Jones,Stade Monégasque,defender,64,43
Nepal,Pamela Lutz,Friends Club,forward,54,54
United Kingdom,Jessica Clarke,Leicester,defender,57,24
Angola,Lisa Butler,Academica do Lobito,goalkeeper,44,-64
Korea (South),Louis Henderson,Suwon Bluewings,forward,78,39
Vietnam,Jennifer Edwards,Hanoi FC,midfielder,48,26
India,Megan Lee,Bengaluru FC,midfielder,75,1
Syria,Ebony Burns,Al Wahda,midfielder,69,70
Ecuador,Angela Arroyo,Aucas,forward,61,20
Japan,Samuel Jones,Yokohama F. Marinos,goalkeeper,79,-54
Seychelles,Erica George,Foresters,forward,65,33
Rwanda,Todd Molina,Police,forward,75,89
South Africa,Kristin Woods,SuperSport United,defender,57,58
Belarus,Denise Arellano,Neman Grodno,midfielder,64,56
Mongolia,Tina Davis,Ulaanbaatar,midfielder,69,56
Brunei,Katelyn Melendez,MS ABDB,midfielder,55,78
Poland,Kimberly Dunn,Legia Warsaw,forward,54,88
Venezuela,Barry Hamilton,Caracas,defender,71,56
Czech Republic,Sandra Reeves,Bohemians 1905,goalkeeper,49,-44
Lithuania,Joseph Harris,Zalgiris Vilnius,defender,61,77
Uganda,Beth Valdez,Onduparaka,defender,71,30
France,Gregory Hernandez,Marseille,defender,68,15
Korea (South),Laura Whitaker,Suwon Bluewings,forward,77,13
Liberia,Jessica Mcintosh,Mighty Blue Angels,forward,66,46
Norway,Erica Wilson,Lillestrom,goalkeeper,53,-56
Brunei,Jaclyn Bradley,Tabuan Muda,midfielder,64,28
Korea (North),Christina Morrison,Sobaeksu,midfielder,46,59
Iceland,Matthew Brown,Breidablik,forward,57,48
El Salvador,Austin Montoya,Santa Tecla,goalkeeper,55,-37
Palau,Steven Gonzalez,Bulk Patrol,goalkeeper,54,-82
New Zealand,Ashley Lee,Waitakere United,defender,52,60
Zambia,Trevor Hurley,Kabwe Warriors,goalkeeper,51,-26
Slovenia,Jordan Marshall,Bravo,forward,74,99
Belize,Heather Garner,Bandits Sport,forward,60,55
Malta,Angelica Reed,Gzira United,goalkeeper,49,-39
Canada,Christopher Howe,Forge FC,midfielder,60,58
Iran,Paula Nguyen,Tractor,goalkeeper,63,-82
Uzbekistan,Sheila Lewis,Metallurg Bekabad,forward,67,19
Bolivia,Jared Martinez,Royal Pari,goalkeeper,84,-17
Armenia,Tina Benjamin,Alashkert,goalkeeper,55,-59
Lithuania,Brittney Roberts,Dziugas,forward,40,69
Morocco,Judith Delgado,AS FAR,defender,65,36
Libya,Tammy Reilly,Al Ittihad,goalkeeper,56,-49
Luxembourg,Fred Lopez,Racing FC,midfielder,43,22
Oman,Morgan Lindsey,Al Seeb,midfielder,45,67
Iraq,Christine Pratt,Al Talaba,goalkeeper,42,-80
Slovakia,Paula Mejia,MSK Zilina,goalkeeper,56,-57
Germany,Alexander Garcia,Bayern Munich,midfielder,65,59
Switzerland,Jill Stanley,Luzern,defender,49,48
Sao Tome and Principe,Todd Taylor,UDRA,goalkeeper,53,-67
Kenya,Shannon Harris,Bandari,forward,48,9
Tajikistan,Timothy Meyer,Ravshan,forward,37,85
Oman,Douglas Munoz,Al Suwaiq,midfielder,86,87
Ecuador,Haley Hall,Emelec,goalkeeper,49,-48
Cameroon,Alan Hoffman,APEJES Academy,defender,60,57
Micronesia,Michelle Harrington,Weno,goalkeeper,63,-66
Maldives,Michael Long,TC Sports,midfielder,53,51
Botswana,Ashley Levine,BDF XI,goalkeeper,51,-95
South Sudan,Kathleen Allen,Al Merreikh Juba,midfielder,42,36
Honduras,Jennifer Olsen,Marathon,forward,63,30
Central African Republic,Kevin Bell,ASDR,defender,59,77
Lesotho,Louis Oconnor,Linare,midfielder,70,50
South Sudan,Jesse Hull,Atlabara,goalkeeper,63,-65
Mali,Tyler Powell,Real Bamako,forward,57,37
Chile,Amanda Campbell,Audax Italiano,goalkeeper,72,-93
Indonesia,Kirk Barrett,Persija Jakarta,defender,65,72
Russia,Jesse Pena,Krasnodar,defender,57,10
El Salvador,Derek Steele,Jocoro,forward,57,81
Barbados,Jennifer Garcia,Paradise SC,forward,60,80
Bulgaria,Karen Martinez,CSKA Sofia,goalkeeper,55,-23
Vanuatu,Joshua Johnson,Tupuji Imere,goalkeeper,75,-50
Cyprus,Alexander Lopez,Pafos FC,defender,49,27
Monaco,Marissa Arellano,AS Monaco,forward,50,79
Gabon,Danielle Jones,AS Pélican,defender,47,41
Saint Kitts and Nevis,Kevin Bradshaw,SPD United,forward,71,32
Tanzania,Natalie Thompson,Simba,goalkeeper,80,-72
San Marino,Mark Carroll,Tre Fiori,goalkeeper,58,-38
Luxembourg,Zachary Peterson,F91 Dudelange,forward,64,32
Qatar,Susan Moore,Al Sadd,defender,69,13
South Sudan,Ann Yang,Al Salam Wau,defender,65,38
Israel,Angela Tucker,Maccabi Netanya,goalkeeper,63,-54
Gabon,Michael Harmon,Sogea FC,forward,72,64
Niger,Karen Harding,ASFAN,defender,44,42
Belgium,Douglas Mcbride,Genk,midfielder,80,14
Palau,Matthew Morgan,New Stars,goalkeeper,79,-55
Benin,Emily Gonzalez,AS Cotonou,goalkeeper,75,-72
Tonga,Ashley Mendez,Tupou College,forward,49,7
Ethiopia,Brenda Estrada,Fasil Kenema,defender,59,57
Equatorial Guinea,Robin Strong,Sony de Ela Nguema,defender,48,72
Botswana,Christine Harvey,Township Rollers,goalkeeper,77,-60
Panama,Alexis Moore,San Francisco,midfielder,65,72
Romania,Lauren Burke,Sepsi,midfielder,72,43
Samoa,Richard Anderson,Moataa,goalkeeper,62,-90
Albania,Alvin Burton,Partizani Tirana,goalkeeper,66,-61
Iraq,Shannon Christensen,Al Najaf,midfielder,48,76
El Salvador,Devin Cisneros,Platense,midfielder,52,91
United States,Briana Giles,New York City FC,midfielder,53,28
Azerbaijan,Caitlin Smith,Kapaz,defender,52,53
Japan,Carolyn Price,Kashima Antlers,midfielder,61,36
Greece,Rebecca Keller,Aris,forward,64,43
Spain,Steven Lee,Valencia,goalkeeper,51,-82
Luxembourg,Tyler Marks,F91 Dudelange,goalkeeper,69,-58
Sao Tome and Principe,Cynthia Payne,Santana,goalkeeper,69,-57
Israel,Brian Contreras,Maccabi Tel Aviv,forward,49,27
Cape Verde,Mark Cross,Batuque FC,forward,62,16
Bangladesh,Kimberly White,Brothers Union,defender,67,70
Gabon,Alexander Kelley,Sogea FC,forward,42,60
Somalia,Charles Ross,Midnimo,defender,41,71
Uruguay,Patricia Vazquez,Nacional,forward,59,46
Lithuania,Laura Martinez,Riteriai,defender,67,12
Jamaica,Mackenzie Moore,Arnett Gardens,goalkeeper,79,-68
Korea (North),Edwin Morris,April 25,goalkeeper,37,-79
Cape Verde,Sharon Henderson,CS Mindelense,forward,65,106
Sweden,Kathryn Thompson,Hammarby,midfielder,75,87
Malawi,Richard Harris,Karonga United,defender,58,46
Angola,Jordan Coleman,Sagrada Esperanca,forward,44,37
Timor-Leste,Brittany Higgins,Sport Laulara,goalkeeper,61,-41
Brunei,Ronald Brown,DPMM FC,goalkeeper,67,-43
Thailand,Cory Williams,Muangthong United,defender,64,69
Bolivia,David Carrillo,Bolivar,goalkeeper,55,-51
Cyprus,Gary Garcia,APOEL,goalkeeper,44,-46
Moldova,Tiffany Freeman,Dacia-Buiucani,forward,59,51
Lesotho,Roger Wagner,Bantu,midfielder,63,1
Ireland,Kyle Hall,St Patrick's Athletic,midfielder,45,61
Argentina,Nicole Lewis,Velez Sarsfield,forward,51,56
Laos,Christina Williams,Vientiane FC,goalkeeper,53,-49
Sierra Leone,Michael Lee,FC Johansen,goalkeeper,61,-85
Cape Verde,John Decker,Vitoria FC,goalkeeper,63,-51
Saint Lucia,Michael Maldonado,Northern United,goalkeeper,62,-49
Netherlands,Diane Drake,FC Utrecht,midfielder,53,69
Lesotho,Dustin Martin,LCS,goalkeeper,48,-47
Mauritania,Thomas Johnson,Gendrim,defender,65,50
Germany,Jerome Chambers,Bayern Munich,midfielder,60,1
Bolivia,Charles White,Royal Pari,goalkeeper,74,-32
El Salvador,Nicholas Thomas,Aguila,defender,44,47
Tuvalu,Kayla Harris,Lakena United,defender,41,69
Brazil,Debra Coleman,Corinthians,goalkeeper,62,-53
Singapore,Maria Cherry,Balestier Khalsa,defender,72,7
Tanzania,Kelly Mckay,Young Africans,forward,46,42
Guyana,Mrs. Jennifer English DDS,Victoria Kings,defender,49,49
Belize,Richard Sanders MD,Wagiya FC,defender,51,13
Mozambique,Katie Lynn,Vilankulo,defender,58,106
Hungary,Brandy Brown,Ujpest,forward,59,17
Guinea-Bissau,James Williams,FC Cantchungo,forward,56,76
Uganda,Julie Ray,SC Villa,defender,46,19
Chile,Roy Hill,Universidad Catolica,defender,55,91
Lithuania,David Pierce,Dziugas,forward,56,40
Burundi,Vanessa Bush,Aigle Noir,defender,55,49
Afghanistan,Jodi Martinez,Spin Ghar,forward,64,73
Cameroon,Jennifer Gilbert,Bamboutos,defender,57,43
France,Gerald Oliver,Lyon,midfielder,52,70
Kenya,Patricia Morrow,Sofapaka,defender,75,86
Djibouti,Brian Villanueva,FC Dikhil,midfielder,58,1
Bulgaria,Ricardo Tyler,Levski Sofia,midfielder,65,37
Moldova,Tyler Ruiz,Zimbru,goalkeeper,53,-56
Turkmenistan,Barbara Murphy,Kopetdag,goalkeeper,47,-21
Afghanistan,Patricia Padilla,Maiwand FC,forward,64,1
Iran,Megan Cole,Esteghlal,goalkeeper,73,-7
Central African Republic,Scott Kelly,Sica Sport,goalkeeper,51,-41
Korea (North),Edwin Fields,Kigwancha,midfielder,65,15
Nauru,Sarah Grant,Aiwo,midfielder,60,32
Qatar,Ariel Gibson,Qatar SC,defender,60,62
Serbia,Gabriela Jones,Partizan,goalkeeper,61,-113
Somalia,Kyle Stephenson,Banaadir Telecom,midfielder,66,42
Sweden,Michelle Moss,Norrkoping,defender,57,79
Iraq,Ryan Perez,Naft Al-Wasat,defender,66,28
Latvia,Robert Osborne,Valmiera,forward,36,44
Saint Kitts and Nevis,Brady Gonzales,Garden Hotspurs,forward,73,36
Grenada,Timothy Sanders,St. John's Sports,forward,52,46
Nigeria,Bonnie Henson,Plateau United,goalkeeper,76,-49
Uruguay,Ryan Conway,Penarol,goalkeeper,58,-35
Iceland,Albert Dennis,Stjarnan,goalkeeper,53,-44
Turkmenistan,Mitchell Manning,Energetik,goalkeeper,57,-15
Seychelles,Nathaniel Pena,St Michel United,forward,56,67
Mexico,Ann Harris,Pumas UNAM,midfielder,68,26
Uruguay,Rebecca Bailey,Liverpool Montevideo,defender,59,60
Serbia,John White,Spartak Subotica,midfielder,57,46
Niger,Melissa Miller,Douanes,goalkeeper,44,-47
Sierra Leone,Stacy Harris,FC Johansen,forward,33,52
Samoa,Alyssa Hill,Kiwi FC,defender,66,15
North Macedonia,Elizabeth Salazar,Struga,defender,40,77
Mozambique,Jessica Livingston,Ferroviario Maputo,midfielder,54,108
Somalia,William Robinson,Midnimo,defender,67,39
Korea (North),Taylor Taylor,Pyongyang City,midfielder,58,40
Ecuador,Kimberly Taylor,Delfin,midfielder,60,85
Syria,Joshua Bauer,Tishreen,forward,29,56
Finland,Matthew Olson,Honka,forward,74,38
Mauritania,Michelle White,Nouadhibou,forward,57,73
Vanuatu,Megan Robinson,Ifira Black Bird,goalkeeper,69,-33
Tajikistan,Melissa Long,Khujand,defender,46,64
Myanmar,Carrie Vasquez,Rakhine United,forward,62,12
Mali,Lindsey Norris,US Bougouni,defender,54,55
Bahrain,Melvin Hamilton,Al-Muharraq,midfielder,35,96
Lebanon,Thomas Park,Bourj,forward,74,45
Bahrain,Pamela White,Manama Club,defender,74,46
Egypt,George Butler Jr.,ENPPI,forward,34,71
Slovenia,Misty Nelson,Maribor,defender,60,69
Albania,Shawn Wilson,Dinamo Tirana,goalkeeper,55,-96
Djibouti,Christopher Olson,AS Arta/Solar7,goalkeeper,69,-26
Saint Lucia,David Richardson DDS,Micoud,defender,36,38
Kenya,James Matthews DDS,Kariobangi Sharks,goalkeeper,81,-35
Suriname,Brian Johnson,Transvaal,midfielder,65,17
Togo,Cindy Harrison,Dynamic Togolais,defender,63,49
Nigeria,Steven Harper,Plateau United,midfielder,58,54
Estonia,Noah Erickson,Tammeka Tartu,goalkeeper,76,-22
Peru,Joanna Ellis,UTC Cajamarca,forward,57,45
Congo,Angela Mathews,Diables Noirs,forward,69,55
Belize,Tony Smith,Placencia Assassins,defender,71,67
Chile,James Kelley,Universidad Catolica,midfielder,65,61
Myanmar,Julian Lindsey,Shan United,goalkeeper,78,-49
Syria,Charles Guerrero,Al Jaish,forward,49,39
United States,Brandon Rojas,LAFC,midfielder,64,37
Korea (South),Ruth Garrison,Suwon Bluewings,defender,61,47
Mexico,Patrick Johnson,Cruz Azul,goalkeeper,49,-114
Saint Kitts and Nevis,Karen Allen,St. Paul's United,goalkeeper,63,-21
Mexico,Jeffrey Friedman,Cruz Azul,defender,53,33
Bolivia,Melissa Anderson,Always Ready,midfielder,73,43
Guinea-Bissau,William Elliott,Estrela Negra,defender,63,40
Mauritius,Danielle Ballard,Quatre Bornes,goalkeeper,53,-38
Turkey,Laura Blake,Sivasspor,forward,47,1
Gabon,Jerry James,Cercle Mbéri Sportif,goalkeeper,88,-109
Ireland,Amanda Olsen,Dundalk,forward,43,75
Sudan,Kevin Ross,Al Khartoum,midfielder,68,69
Mozambique,Jerry Coleman,Liga Muculmana,goalkeeper,71,-83
Turkey,Patricia Rodriguez,Besiktas,defender,66,76
Saint Lucia,Sonya Frank,Northern United,defender,71,49
Haiti,William Washington,Cavaly,midfielder,61,65
Kazakhstan,Jillian White,Ordabasy,goalkeeper,53,-10
Lebanon,Jerry Webster,Safa,midfielder,56,58
Fiji,Alan Watkins,Rewa FC,defender,50,51
Eswatini,Bryan Dominguez,Royal Leopards,forward,57,27
Sao Tome and Principe,Ryan Horne,Sporting Praia Cruz,forward,76,48
Egypt,Julie Mccarty,Ismaily,forward,57,25
Armenia,Elizabeth Mann,Shirak,forward,74,51
China,Vanessa Rojas,Beijing Guoan,midfielder,54,35
Madagascar,Joy Cobb,DSA Antananarivo,forward,59,44
Solomon Islands,Bradley Beasley,Central Coast,forward,61,34
Azerbaijan,Richard Edwards,Kapaz,goalkeeper,69,-12
Eritrea,Cathy Young,Denden FC,defender,62,61
Slovakia,Barbara Hardin,Ruzomberok,forward,63,53
Sri Lanka,Lindsey Fuller,Blue Star,midfielder,72,46
Sao Tome and Principe,Cameron Strickland,6 de Setembro,midfielder,51,27
Libya,Daniel Martin,Al Madina,defender,66,63
Monaco,Gregory Hall,Stade Monégasque,forward,49,25
Madagascar,Kenneth Wiggins,CNaPS Sport,midfielder,30,47
Belgium,Kyle Erickson,Charleroi,defender,74,73
Moldova,Anthony Sandoval,Sheriff Tiraspol,defender,72,55
Belize,Pamela Rodriguez,San Pedro Pirates,goalkeeper,62,-88
Belize,Megan Lang,Police United,goalkeeper,45,-20
Central African Republic,Jonathan Miller,Faucon Flambeau,forward,34,71
Timor-Leste,Kenneth Harmon,DIT FC,goalkeeper,59,-55
Morocco,Kristen Zamora,Wydad Casablanca,forward,35,19
Peru,Cheryl Murphy,Cienciano,goalkeeper,64,-10
Papua New Guinea,Jason Acosta,Toti City,forward,61,2
Comoros,John Davis,Etoile d'Or,midfielder,54,61
Lebanon,Miss Rebecca Roy,Safa,forward,40,48
Botswana,Lance Foster,Security Systems,midfielder,59,60
Armenia,Thomas Mora,Shirak,goalkeeper,44,-49
Somalia,Jade Hill,Banaadir Telecom,defender,50,5
Zambia,Kaitlin Hickman,Nkana,midfielder,57,13
Lebanon,Jeffrey Fowler,Shabab Sahel,midfielder,56,62
Saint Kitts and Nevis,Dr. Juan Johnson V,Conaree FC,midfielder,64,53
Finland,Cory Adkins Jr.,HJK Helsinki,forward,62,61
Antigua and Barbuda,Teresa Lopez,Parham FC,goalkeeper,52,-62
Thailand,Shannon Williams,Buriram United,defender,56,33
Ecuador,Nicole Johnson,Barcelona SC,midfielder,51,57
Poland,Luke Martin,Lech Poznan,forward,54,50
Ireland,Judith James,Derry City,forward,43,73
Nicaragua,Tonya Goodwin,Walter Ferretti,midfielder,76,68
Timor-Leste,Rachel Lewis,Académica,midfielder,69,17
Lebanon,Brandon Estes,Shabab Sahel,defender,68,45
Estonia,Nancy Henry,Tammeka Tartu,defender,60,12
Thailand,Patty Chambers,Chonburi,midfielder,38,95
Mauritius,Christopher Osborn,Pamplemousses,goalkeeper,59,-78
Costa Rica,Barry Larson,Perez Zeledon,defender,61,58
Haiti,Joseph Sandoval,Cavaly,forward,49,79
Saudi Arabia,Justin Moreno,Al Taawoun,defender,62,29
Chile,Gina King,Cobresal,goalkeeper,65,-12
Oman,Lisa Reyes,Al Oruba,defender,43,51
Palau,Matthew Miller,Bulk Patrol,goalkeeper,48,-1
Burundi,Christina Miller,Aigle Noir,defender,56,66
Bosnia and Herzegovina,Vanessa Morton,Zeljeznicar,midfielder,69,35
Bahrain,Dana Ward MD,Al-Muharraq,defender,76,2
Guinea,Paul Townsend,CI Kamsar,midfielder,54,39
Belarus,Dennis Nixon,Shakhtyor Soligorsk,midfielder,50,33
Timor-Leste,Dr. Jonathon Powers III,Boavista Timor,defender,76,56
Mauritania,Ronald Brown,Nouadhibou,forward,60,73
Samoa,Joseph Hernandez,Vaivase-tai,forward,49,1
Kuwait,Christine Cortez,Al Jahra,forward,64,100
Morocco,Robert Hays,Olympic Safi,midfielder,87,15
Belize,Mercedes Howard,San Pedro Pirates,forward,69,72
Philippines,Tami Buckley,ADT,goalkeeper,70,-61
Gabon,Ryan Greene,Sogea FC,midfielder,59,88
Angola,Benjamin Joyce,Petro de Luanda,goalkeeper,62,-63
Burundi,Jeffery Deleon,Aigle Noir,defender,77,9
Croatia,Roger Nelson,Slaven Belupo,forward,55,34
Sao Tome and Principe,Matthew Bell,6 de Setembro,midfielder,73,49
Montenegro,Frederick Chavez,Mornar,forward,52,48
Bahamas,Carolyn Richmond,Nassau United,goalkeeper,52,-114
Kuwait,Patricia Woods,Al Naser,defender,70,59
Canada,Ruben Gomez,Cavalry FC,midfielder,56,31
Slovenia,Cole Perry,Koper,forward,56,57
Jamaica,Michael Wong,Mount Pleasant,forward,60,28
Vanuatu,Daniel Mullins,Tafea,goalkeeper,55,-34
France,Natalie Little,Lyon,forward,64,25
Trinidad and Tobago,Brittany Griffin,Police FC,defender,63,11
Moldova,Susan Jackson,Sfintul Gheorghe,forward,56,18
Georgia,Katherine Douglas,Samgurali,midfielder,59,44
Bulgaria,Justin Black,Ludogorets,midfielder,57,36
Korea (North),Kelly Zuniga,Rimyongsu,defender,50,82
