Country,Name,Club,Position,Games,Goals
Saint Vincent and the Grenadines,Kelly Schmidt,Sion Hill,goalkeeper,57,-22
El Salvador,Emily Jordan,Jocoro,forward,66,86
Korea (North),William Dawson,Sobaeksu,forward,46,82
Mauritius,Joseph Webb,Curepipe Starlight,defender,51,54
Belize,Vanessa Miller,Placencia Assassins,defender,68,52
Barbados,Robert Johnson,Ellerton FC,defender,63,40
Greece,Autumn Kelly,Panathinaikos,goalkeeper,60,-20
Greece,Matthew Ford,Panetolikos,forward,56,84
Jamaica,David Blackwell,Cavalier,midfielder,73,78
Poland,Whitney Taylor,Lech Poznan,defender,61,24
Sweden,James Fox,IFK Goteborg,midfielder,60,37
Senegal,Joseph Brady,ASC Linguere,defender,58,40
China,Jesus Frank,Tianjin Jinmen Tiger,defender,70,9
Angola,Richard Whitney,Academica do Lobito,goalkeeper,67,-67
Turkmenistan,Douglas Peters,Ahal,defender,58,54
Angola,Nicole Sullivan,Kabuscorp,goalkeeper,65,-22
Equatorial Guinea,Marissa Cox,Dragón FC,goalkeeper,54,-57
